phase,n,mean_projection_distance,p95_projection_distance,out_of_library_rate,near_tie_rate,n_labels,projection_mode,a0_policy,a0_margin,a0_raw_best_rate,a0_override_rate,a0_primary_rate
phase1_pretrain,38190,0.4250950217247009,0.7172878623008727,0.37059439643885833,0.8879811468970935,11,active_intent,allow_nearest,0.0,0.33736580256611676,0.0,0.08997119664833726
phase2_bc,38190,0.4250950217247009,0.7172878623008727,0.37059439643885833,0.8879811468970935,11,active_intent,allow_nearest,0.0,0.33736580256611676,0.0,0.08997119664833726
phase3_iql,3159,0.46393677592277527,0.7158270895481109,0.4140550807217474,0.8841405508072174,11,active_intent,allow_nearest,0.0,0.26622348844571064,0.0,0.009813232035454257
