ratio_id,category,sub_category,ratio_name_ko,ratio_name_en,formula_text,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,notes,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,stage3_exclude,formula_item_code_fingerprint,is_canonical_ratio,canonical_ratio_id,n_valid,missing_rate,zero_denom_rate,inf_rate,p1,median,p99,same_value_rate,outlier_flag,quality_pass,fail_reasons,selected_eligible
R058,안정성,레버리지/자본구조,장기차입금비중,,장기차입금 / 총차입금,장기차입금,U01A811012800,장기차입금(IFRS)(천원)         장기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,% 또는 dummy,높을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811012800|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채,True,R058,3590,0.2709,0.2709,0.0,0.0,0.0957,1.0,0.3423,False,False,zero_denom_high=27.1%,False
R059,안정성,레버리지/자본구조,단기금융부채/총자산,,단기금융부채 / 총자산,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811027400|U01A100000000|단기차입금|유동성장기부채,True,R059,4400,0.1064,0.0,0.0,0.0,0.0777,0.4694,0.2152,False,True,,True
R060,안정성,레버리지/자본구조,장기금융부채/총자산,,장기금융부채 / 총자산,장기금융부채,U01A811012800+U01A811000000,장기금융부채,DERIVED,0,False,False,derivable,장기차입금 + 사채,장기차입금|사채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811012800+U01A811000000|U01A100000000|장기차입금|사채,True,R060,4400,0.1064,0.0,0.0,0.0,0.0129,0.3901,0.4134,False,True,,True
R061,안정성,레버리지/자본구조,순차입금/총차입금,,순차입금 / 총차입금,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,% 또는 dummy,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|단기차입금|장기차입금|사채|유동성장기부채,True,R061,3590,0.2709,0.2709,0.0,-338.5196,0.6544,0.9986,0.0003,False,False,zero_denom_high=27.1%,False
R063,안정성,레버리지/자본구조,유보율,,이익잉여금 / 자본금,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자본금,U01A611000000,자본금(IFRS)(천원)      자본금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,핵심,available_direct,,,,,,,False,U01A615000000|U01A611000000,True,R063,4400,0.1064,0.0,0.0,-9.9073,4.5549,96.6883,0.0002,False,True,,True
R064,안정성,레버리지/자본구조,이익잉여금/총자산,,이익잉여금 / 총자산,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A615000000|U01A100000000,True,R064,4400,0.1064,0.0,0.0,-1.8083,0.2772,0.9708,0.0002,False,True,,True
R065,안정성,레버리지/자본구조,이익잉여금/자기자본,,이익잉여금 / 자기자본,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자기자본,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A615000000|U01A600000000,True,R065,4400,0.1064,0.0,0.0,-5.105,0.5098,1.6454,0.0002,False,True,,True
R067,안정성,레버리지/자본구조,자본금/총자산,,자본금 / 총자산,자본금,U01A611000000,자본금(IFRS)(천원)      자본금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,,compute_with_flag,확장,available_direct,,,,,,,False,U01A611000000|U01A100000000,True,R067,4400,0.1064,0.0,0.0,0.0057,0.0615,0.6755,0.0002,False,True,,True
R071,안정성,레버리지/자본구조,비유동비율,,비유동자산 / 자기자본,비유동자산,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자기자본,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A110000000|U01A600000000,True,R071,4400,0.1064,0.0,0.0,0.0814,0.8616,5.2664,0.0002,False,True,,True
R076,안정성,레버리지/자본구조,순운전자본/총자산,,(유동자산 - 유동부채) / 총자산,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,핵심,available_derived,,,,,,,False,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,True,R076,4400,0.1064,0.0,0.0,-0.4446,0.1715,0.7567,0.0002,False,True,,True
R077,안정성,레버리지/자본구조,운전자본/매출액,,순운전자본 / 매출액,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,,compute_with_flag,확장,available_derived,,,,,,,False,U01A111038600+U01A811026000|U01B100000000|유동자산|유동부채,True,R077,4398,0.1068,0.0004,0.0,-1.761,0.2089,4.1151,0.0002,False,True,,True
R079,부채상환능력,커버리지/상환여력,이자보상배율,,영업이익 / 이자비용,영업이익,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,핵심,available_direct,,,,,,,False,U01B430000000|U01B550000000,True,R079,4316,0.1235,0.0171,0.0,-39.642,2.0089,1319.0232,0.0002,True,True,,True
R080,부채상환능력,커버리지/상환여력,EBIT 이자보상배율,,EBIT / 이자비용,EBIT,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_derived,,R079,exact_value_alias,EBIT 이자보상배율 is identical to 이자보상배율 under the current EBIT mapping.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B430000000|U01B550000000|영업이익,False,R079,4316,0.1235,0.0171,0.0,-39.642,2.0089,1319.0232,0.0002,True,True,,False
R081,부채상환능력,커버리지/상환여력,EBITDA 이자보상배율,,EBITDA / 이자비용,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,핵심,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01B550000000|영업이익|감가상각비|무형자산상각비,True,R081,4316,0.1235,0.0171,0.0,-37.9796,2.5374,1370.2557,0.0002,True,True,,True
R082,부채상환능력,커버리지/상환여력,세전이익 이자보상배율,,법인세차감전순이익 / 이자비용,세전이익,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01B700000000|U01B550000000,True,R082,4316,0.1235,0.0171,0.0,-44.641,2.1278,2021.6558,0.0002,True,True,,True
R083,부채상환능력,커버리지/상환여력,OCF 이자보상배율,,영업활동현금흐름 / 이자비용,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B550000000,True,R083,4316,0.1235,0.0171,0.0,-77.2181,2.548,1303.098,0.0002,True,True,,True
R085,부채상환능력,커버리지/상환여력,금융비용부담률,,금융비용 / 매출액,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,핵심,available_direct,,,,,,,False,U01B550000000|U01B100000000,True,R085,4398,0.1068,0.0004,0.0,0.0,0.0174,0.9855,0.0189,False,True,,True
R086,부채상환능력,커버리지/상환여력,이자비용/매출액,,이자비용 / 매출액,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_direct,,R085,exact_value_alias,이자비용/매출액 uses the same numerator item code as 금융비용부담률; not an independent ratio in the current source mapping.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B550000000|U01B100000000,False,R085,4398,0.1068,0.0004,0.0,0.0,0.0174,0.9855,0.0189,False,True,,False
R087,부채상환능력,커버리지/상환여력,이자비용/영업이익,,이자비용 / 영업이익,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업이익,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01B550000000|U01B430000000,True,R087,4400,0.1064,0.0,0.0,-7.1794,0.1253,13.6611,0.0191,True,True,,True
R088,부채상환능력,커버리지/상환여력,이자비용/EBITDA,,이자비용 / EBITDA,이자비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,R089,exact_value_alias,이자비용/EBITDA uses the same numerator item code as 금융비용/EBITDA; keep the semantically accurate financial-cost ratio.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B550000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,False,R089,4399,0.1066,0.0002,0.0,-8.7295,0.1229,10.7049,0.0189,False,True,,False
R089,부채상환능력,커버리지/상환여력,금융비용/EBITDA,,금융비용 / EBITDA,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01B550000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,True,R089,4399,0.1066,0.0002,0.0,-8.7295,0.1229,10.7049,0.0189,False,True,,True
R090,부채상환능력,커버리지/상환여력,금융비용/영업현금흐름,,금융비용 / 영업활동현금흐름,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01B550000000|U01D100000000,True,R090,4400,0.1064,0.0,0.0,-13.5223,0.0725,11.27,0.0191,True,True,,True
R091,부채상환능력,커버리지/상환여력,OCF/총부채,,영업활동현금흐름 / 부채총계,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,핵심,available_direct,,,,,,,False,U01D100000000|U01A800000000,True,R091,4400,0.1064,0.0,0.0,-0.9079,0.1107,2.0031,0.0002,False,True,,True
R092,부채상환능력,커버리지/상환여력,OCF/총차입금,,영업활동현금흐름 / 총차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채,True,R092,3590,0.2709,0.2709,0.0,-11.3352,0.1876,165.0195,0.0003,True,False,zero_denom_high=27.1%,False
R093,부채상환능력,커버리지/상환여력,OCF/순차입금,,영업활동현금흐름 / 순차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R093,4400,0.1064,0.1064,0.0,-19.9032,-0.0309,13.1882,0.0002,True,False,zero_denom_high=10.6%,False
R094,부채상환능력,커버리지/상환여력,OCF/유동부채,,영업활동현금흐름 / 유동부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A811026000,True,R094,4400,0.1064,0.0,0.0,-1.2435,0.1504,3.0188,0.0002,False,True,,True
R095,부채상환능력,커버리지/상환여력,OCF/단기차입금,,영업활동현금흐름 / 단기차입금,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A811026700,True,R095,3051,0.3804,0.274,0.0,-9.9033,0.3099,207.7894,0.0003,True,False,high_missing=38.0%|zero_denom_high=27.4%,False
R099,부채상환능력,커버리지/상환여력,EBITDA/총차입금,,EBITDA / 총차입금,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01A811026700+U01A811012800+U01A811000000+U01A811027400|영업이익|감가상각비|무형자산상각비|단기차입금|장기차입금|사채|유동성장기부채,True,R099,3590,0.2709,0.2709,0.0,-6.375,0.1733,133.5212,0.0003,True,False,zero_denom_high=27.1%,False
R100,부채상환능력,커버리지/상환여력,EBITDA/순차입금,,EBITDA / 순차입금,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|영업이익|감가상각비|무형자산상각비|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R100,4400,0.1064,0.1064,0.0,-17.7135,0.0087,11.5274,0.0002,True,False,zero_denom_high=10.6%,False
R101,부채상환능력,커버리지/상환여력,총차입금/EBITDA,,총차입금 / EBITDA,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R101,4399,0.1066,0.0002,0.0,-50.9073,0.7633,79.5246,0.1839,True,True,,True
R102,부채상환능력,커버리지/상환여력,순차입금/EBITDA,,순차입금 / EBITDA,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,핵심,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R102,4399,0.1066,0.0002,0.0,-57.6245,0.0485,78.0558,0.0002,True,True,,True
R103,부채상환능력,커버리지/상환여력,총부채/EBITDA,,부채총계 / EBITDA,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A800000000|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비,True,R103,4399,0.1066,0.0002,0.0,-105.4253,4.8066,144.8278,0.0002,False,True,,True
R104,부채상환능력,커버리지/상환여력,순차입금/OCF,,순차입금 / 영업활동현금흐름,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01D100000000|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R104,4400,0.1064,0.0,0.0,-107.4925,-0.1514,73.1985,0.0002,True,True,,True
R105,부채상환능력,커버리지/상환여력,총차입금/OCF,,총차입금 / 영업활동현금흐름,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01D100000000|단기차입금|장기차입금|사채|유동성장기부채,True,R105,4400,0.1064,0.0,0.0,-109.5813,0.2722,85.325,0.1841,True,True,,True
R106,부채상환능력,커버리지/상환여력,총부채/OCF,,부채총계 / 영업활동현금흐름,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A800000000|U01D100000000,True,R106,4400,0.1064,0.0,0.0,-186.5936,2.9521,171.4514,0.0002,False,True,,True
R107,부채상환능력,커버리지/상환여력,단기차입금/OCF,,단기차입금 / 영업활동현금흐름,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A811026700|U01D100000000,True,R107,4400,0.1064,0.0,0.0,-51.681,0.0,42.2183,0.3066,False,True,,True
R108,부채상환능력,커버리지/상환여력,단기금융부채/EBITDA,,단기금융부채 / EBITDA,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R108,4399,0.1066,0.0002,0.0,-35.345,0.368,55.3767,0.215,True,True,,True
