ratio_id,category,sub_category,ratio_name_ko,ratio_name_en,formula_text,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,notes,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,stage3_exclude,formula_item_code_fingerprint,is_canonical_ratio,canonical_ratio_id,n_valid,missing_rate,zero_denom_rate,inf_rate,p1,median,p99,same_value_rate,outlier_flag,quality_pass,fail_reasons,selected_eligible
R109,부채상환능력,커버리지/상환여력,단기금융부채/현금성자산,,단기금융부채 / 현금및현금성자산,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,현금및현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A811026700+U01A811027400|U01A111050000|단기차입금|유동성장기부채,True,R109,4400,0.1064,0.0,0.0,0.0,1.0051,377.6808,0.2152,True,True,,True
R110,부채상환능력,커버리지/상환여력,현금성자산/총차입금,,현금및현금성자산 / 총차입금,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총차입금,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A111050000|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채,True,R110,3590,0.2709,0.2709,0.0,0.0014,0.3456,339.5196,0.0003,True,False,zero_denom_high=27.1%,False
R111,부채상환능력,커버리지/상환여력,현금성자산/단기차입금,,현금및현금성자산 / 단기차입금,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,단기차입금,U01A811026700,단기차입금(IFRS)(천원)         단기차입금(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111050000|U01A811026700,True,R111,3051,0.3804,0.274,0.0,0.002,0.5996,399.6764,0.0003,True,False,high_missing=38.0%|zero_denom_high=27.4%,False
R112,부채상환능력,커버리지/상환여력,내부자금조달률,,영업활동현금흐름 / CAPEX,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,False,False,False,배 또는 %,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000|U01D206012400|CAPEX_proxy,True,R112,4359,0.1147,0.0083,0.0,-200.4586,1.4939,439.9286,0.0002,True,True,,True
R114,부채상환능력,커버리지/상환여력,순차입금상환가능기간,,순차입금 / EBITDA,순차입금,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,배 또는 %,낮을수록 우량,,compute_with_flag,확장,available_derived,,R102,exact_value_alias,순차입금상환가능기간 is identical to 순차입금/EBITDA.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,False,R102,4399,0.1066,0.0002,0.0,-57.6245,0.0485,78.0558,0.0002,True,True,,False
R115,유동성,단기지급능력/운전자본,유동비율,,유동자산 / 유동부채,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,핵심,available_direct,,,,,,,False,U01A111038600|U01A811026000,True,R115,4400,0.1064,0.0,0.0,0.2344,1.6165,19.4736,0.0002,False,True,,True
R116,유동성,단기지급능력/운전자본,당좌비율,,당좌자산 / 유동부채,당좌자산,U01A111038600+U01A111038700,당좌자산,DERIVED,0,False,False,derivable,유동자산 - 재고자산,유동자산|재고자산,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,핵심,available_derived,,,,,,,False,U01A111038600+U01A111038700|U01A811026000|유동자산|재고자산,True,R116,4400,0.1064,0.0,0.0,0.1811,1.2721,18.4609,0.0002,False,True,,True
R117,유동성,단기지급능력/운전자본,현금비율,,현금및현금성자산 / 유동부채,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,핵심,available_direct,,,,,,,False,U01A111050000|U01A811026000,True,R117,4400,0.1064,0.0,0.0,0.0013,0.2631,7.1702,0.0002,False,True,,True
R118,유동성,단기지급능력/운전자본,순운전자본비율,,(유동자산 - 유동부채) / 총자산,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,핵심,available_derived,,R076,exact_value_alias,순운전자본비율 is identical to 순운전자본/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,False,R076,4400,0.1064,0.0,0.0,-0.4446,0.1715,0.7567,0.0002,False,True,,False
R119,유동성,단기지급능력/운전자본,순운전자본/매출액,,순운전자본 / 매출액,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량 가능,,compute_with_flag,확장,available_derived,,R077,exact_value_alias,순운전자본/매출액 is identical to 운전자본/매출액.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038600+U01A811026000|U01B100000000|유동자산|유동부채,False,R077,4398,0.1068,0.0004,0.0,-1.761,0.2089,4.1151,0.0002,False,True,,False
R120,유동성,단기지급능력/운전자본,유동자산/총자산,,유동자산 / 총자산,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,산업별,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111038600|U01A100000000,True,R120,4400,0.1064,0.0,0.0,0.0642,0.4677,0.9034,0.0002,False,True,,True
R121,유동성,단기지급능력/운전자본,유동부채/총자산,,유동부채 / 총자산,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A811026000|U01A100000000,True,R121,4400,0.1064,0.0,0.0,0.0185,0.2728,0.7891,0.0002,False,True,,True
R122,유동성,단기지급능력/운전자본,유동부채/매출액,,유동부채 / 매출액,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A811026000|U01B100000000,True,R122,4398,0.1068,0.0004,0.0,0.0735,0.34,3.9449,0.0002,False,True,,True
R123,유동성,단기지급능력/운전자본,유동자산/매출액,,유동자산 / 매출액,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111038600|U01B100000000,True,R123,4398,0.1068,0.0004,0.0,0.1292,0.5933,5.7502,0.0002,False,True,,True
R124,유동성,단기지급능력/운전자본,현금성자산/총자산,,현금및현금성자산 / 총자산,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량 가능,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111050000|U01A100000000,True,R124,4400,0.1064,0.0,0.0,0.0005,0.067,0.484,0.0002,False,True,,True
R125,유동성,단기지급능력/운전자본,현금성자산/매출액,,현금및현금성자산 / 매출액,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량 가능,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111050000|U01B100000000,True,R125,4398,0.1068,0.0004,0.0,0.0005,0.0928,2.3423,0.0002,False,True,,True
R126,유동성,단기지급능력/운전자본,현금성자산/총부채,,현금및현금성자산 / 부채총계,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111050000|U01A800000000,True,R126,4400,0.1064,0.0,0.0,0.0009,0.1919,4.7812,0.0002,False,True,,True
R127,유동성,단기지급능력/운전자본,현금성자산/유동부채,,현금및현금성자산 / 유동부채,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_direct,,R117,exact_value_alias,현금성자산/유동부채 is identical to 현금비율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111050000|U01A811026000,False,R117,4400,0.1064,0.0,0.0,0.0013,0.2631,7.1702,0.0002,False,True,,False
R128,유동성,단기지급능력/운전자본,현금성자산/단기금융부채,,현금및현금성자산 / 단기금융부채,현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A111050000|U01A811026700+U01A811027400|단기차입금|유동성장기부채,True,R128,3453,0.2987,0.2987,0.0,0.0019,0.5308,524.4077,0.0003,True,False,zero_denom_high=29.9%,False
R130,유동성,단기지급능력/운전자본,즉시가용유동성/단기금융부채,,(현금성자산 + 단기금융상품) / 단기금융부채,즉시가용유동성,U01A111050000+U01A111043200,즉시가용유동성,DERIVED,0,False,False,derivable,현금및현금성자산 + 단기금융상품,현금및현금성자산|단기금융상품,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01A111050000+U01A111043200|U01A811026700+U01A811027400|현금및현금성자산|단기금융상품|단기차입금|유동성장기부채,True,R130,3453,0.2987,0.2987,0.0,0.0043,0.7333,897.267,0.0003,True,False,zero_denom_high=29.9%,False
R131,유동성,단기지급능력/운전자본,OCF/유동부채,,영업활동현금흐름 / 유동부채,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,핵심,available_direct,,R094,exact_value_alias,OCF/유동부채 duplicates the debt-service OCF/유동부채 ratio.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01D100000000|U01A811026000,False,R094,4400,0.1064,0.0,0.0,-1.2435,0.1504,3.0188,0.0002,False,True,,False
R132,유동성,단기지급능력/운전자본,OCF/단기금융부채,,영업활동현금흐름 / 단기금융부채,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000|U01A811026700+U01A811027400|단기차입금|유동성장기부채,True,R132,3453,0.2987,0.2987,0.0,-16.4919,0.2749,254.584,0.0003,True,False,zero_denom_high=29.9%,False
R133,유동성,단기지급능력/운전자본,FCF/유동부채,,잉여현금흐름 / 유동부채,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01A811026000|영업활동현금흐름|CAPEX_proxy,True,R133,4400,0.1064,0.0,0.0,-2.2305,0.0436,2.299,0.0002,False,True,,True
R134,유동성,단기지급능력/운전자본,재고자산/유동자산,,재고자산 / 유동자산,재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111038700|U01A111038600,True,R134,4400,0.1064,0.0,0.0,0.0,0.1657,0.6466,0.0932,False,True,,True
R135,유동성,단기지급능력/운전자본,매출채권/유동자산,,매출채권 / 유동자산,매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111045400|U01A111038600,True,R135,4400,0.1064,0.0,0.0,0.0179,0.3186,0.8779,0.0002,False,True,,True
R136,유동성,단기지급능력/운전자본,매입채무/유동부채,,매입채무 / 유동부채,매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,,compute_with_flag,확장,available_direct,,,,,,,False,U01A811030700|U01A811026000,True,R136,4400,0.1064,0.0,0.0,0.0339,0.4316,0.9813,0.0014,False,True,,True
R137,유동성,단기지급능력/운전자본,재고자산/매출액,,재고자산 / 매출액,재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111038700|U01B100000000,True,R137,4398,0.1068,0.0004,0.0,0.0,0.0965,0.7689,0.0928,False,True,,True
R138,유동성,단기지급능력/운전자본,매출채권/매출액,,매출채권 / 매출액,매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,,compute_with_flag,확장,available_direct,,,,,,,False,U01A111045400|U01B100000000,True,R138,4398,0.1068,0.0004,0.0,0.0171,0.1831,1.1787,0.0002,False,True,,True
R139,유동성,단기지급능력/운전자본,매입채무/매출액,,매입채무 / 매출액,매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,,compute_with_flag,확장,available_direct,,,,,,,False,U01A811030700|U01B100000000,True,R139,4398,0.1068,0.0004,0.0,0.024,0.1356,1.2049,0.0002,False,True,,True
R140,유동성,단기지급능력/운전자본,순영업운전자본/매출액,,(매출채권 + 재고자산 - 매입채무) / 매출액,순영업운전자본,U01A111045400+U01A111038700+U01A811030700,순영업운전자본,DERIVED,0,False,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01A111045400+U01A111038700+U01A811030700|U01B100000000|매출채권|재고자산|매입채무,True,R140,4683,0.0489,0.0004,0.0,-0.4119,0.1412,1.009,0.0609,False,True,,True
R141,유동성,단기지급능력/운전자본,영업운전자본/총자산,,(매출채권 + 재고자산 - 매입채무) / 총자산,영업운전자본,U01A111045400+U01A111038700+U01A811030700,영업운전자본,DERIVED,0,False,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01A111045400+U01A111038700+U01A811030700|U01A100000000|매출채권|재고자산|매입채무,True,R141,4400,0.1064,0.0,0.0,-0.1946,0.1089,0.4895,0.0002,False,True,,True
R143,활동성,회전율/운영효율,총자산회전율,,매출액 / 평균총자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B100000000|U01A100000000,True,R143,4316,0.1235,0.0,0.0,0.0372,0.7626,3.0365,0.0002,False,True,,True
R145,활동성,회전율/운영효율,비유동자산회전율,,매출액 / 평균비유동자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균비유동자산,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A110000000,True,R145,4316,0.1235,0.0,0.0,0.0445,1.5268,12.7636,0.0002,False,True,,True
R146,활동성,회전율/운영효율,유동자산회전율,,매출액 / 평균유동자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A111038600,True,R146,4316,0.1235,0.0,0.0,0.1673,1.6906,7.3356,0.0002,False,True,,True
R147,활동성,회전율/운영효율,자기자본회전율,,매출액 / 평균자기자본,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균자기자본,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량 가능,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A600000000,True,R147,4316,0.1235,0.0,0.0,0.0268,1.2769,10.4208,0.0002,False,True,,True
R148,활동성,회전율/운영효율,타인자본회전율,,매출액 / 평균부채총계,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B100000000|U01A800000000,True,R148,4316,0.1235,0.0,0.0,0.1636,2.1217,10.4092,0.0002,False,True,,True
R150,활동성,회전율/운영효율,운전자본회전율,,매출액 / 평균순운전자본,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,True,False,derivable,유동자산 - 유동부채,유동자산|유동부채,True,True,False,회 또는 일수,높을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01B100000000|U01A111038600+U01A811026000|유동자산|유동부채,True,R150,4316,0.1235,0.0,0.0,-123.2553,2.2595,125.473,0.0002,False,True,,True
R152,활동성,회전율/운영효율,재고자산회전율,,매출원가 / 평균재고자산,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B200000000|U01A111038700,True,R152,3956,0.1966,0.0731,0.0,0.0,7.1535,1122.6924,0.0177,True,False,zero_denom_high=7.3%,False
R153,활동성,회전율/운영효율,매출채권회전율,,매출액 / 평균매출채권,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B100000000|U01A111045400,True,R153,4316,0.1235,0.0,0.0,0.7666,5.4567,47.7191,0.0002,False,True,,True
R154,활동성,회전율/운영효율,매입채무회전율,,매출원가 / 평균매입채무,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B200000000|U01A811030700,True,R154,4316,0.1235,0.0,0.0,0.0,5.5387,25.9205,0.0484,False,True,,True
R155,활동성,회전율/운영효율,순영업운전자본회전율,,매출액 / 평균순영업운전자본,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균순영업운전자본,U01A111045400+U01A111038700+U01A811030700,순영업운전자본,DERIVED,0,True,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,True,True,False,회 또는 일수,높을수록 우량 가능,,compute_with_flag,확장,available_derived,,,,,,,False,U01B100000000|U01A111045400+U01A111038700+U01A811030700|매출채권|재고자산|매입채무,True,R155,4400,0.1064,0.1064,0.0,-150.8633,4.8434,245.5021,0.0005,False,False,zero_denom_high=10.6%,False
