거래소코드,회사명,year,시장,sector_7,rating_num,rating_num_10,grade_base_10,rating_num_7,grade_base_7,rating_num_notch,grade_base_notch,split,eligible_for_stage2,R001,R002,R003,R004,R005,R006,R007,R008,R009,R010,R012,R013,R014,R015,R016,R017,R018,R019,R021,R022,R023,R031,R032,R033,R043,R044,R045,R046,R047,R048,R049,R050,R051,R052,R053,R054,R055,R056,R057,R058,R059,R060,R061,R063,R064,R065,R067,R071,R076,R077,R079,R080,R081,R082,R083,R085,R086,R087,R088,R089,R090,R091,R092,R093,R094,R095,R099,R100,R101,R102,R103,R104,R105,R106,R107,R108,R109,R110,R111,R112,R114,R115,R116,R117,R118,R119,R120,R121,R122,R123,R124,R125,R126,R127,R128,R130,R131,R132,R133,R134,R135,R136,R137,R138,R139,R140,R141,R143,R145,R146,R147,R148,R150,R152,R153,R154,R155,R156,R157,R158,R159,R160,R163,R164,R165,R169,R170,R171,R172,R173,R174,R175,R176,R177,R178,R179,R180,R181,R182,R184,R185,R186,R187,R188,R196,R197,R198,R199,R200,R201,R202,R203,R204,R205,R210,R211,R212,R213,R214,R215,R216,R217,R218,R219,R220,R221,R225,R226,R227,R228,R236,R237,R238,R239,R240,R241
000020,동화약품(주),2005,KOSPI,UNKNOWN,4,4,BBB,4,BBB,9,BBB,dev,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000020,동화약품(주),2006,KOSPI,UNKNOWN,4,4,BBB,4,BBB,9,BBB,dev,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000020,동화약품(주),2007,KOSPI,UNKNOWN,4,4,BBB,4,BBB,9,BBB,dev,True,0.48873506782431353,0.09527627534914049,0.09527627534914049,0.09527627534914049,0.09930896025573667,0.0908963840548665,0.05422393886220125,0.0,0.0542251961012171,0.15588344528374448,,,,,,,,,,,,2.8748085910890673,1.6361202693168753,1.5696815763886698,0.22950652701561278,0.1866655621362947,0.8133344378637053,0.049296437290404324,0.001664731970378015,0.043757619600043006,0.234417206362324,0.06061029140716796,0.0020467988233113313,0.05380027890491918,0.1556294877665616,0.07387703924905115,0.6781048442947966,0.32189515570520344,0.7685883082346552,0.11905432894554809,0.043427483029388946,0.0058689542610153795,0.033769823173449884,2.4325258212331824,0.34324110817940406,0.42201718284664935,0.14110481590094534,0.404324156694487,0.5445704224043619,0.7247400293600943,22.68291090107322,22.68291090107322,23.642992853198454,21.640167745756337,37.111970292354606,0.004200354873528714,0.004200354873528714,0.04408605246307633,0.04229582972887964,0.04229582972887964,0.02694548395362369,0.6274911335938971,2.3760537601902,70.36026656065742,0.9253600514334389,3.0914518666666666,1.5137170467762844,44.8245476146402,0.6606254465652406,0.02230920451438954,2.501519929689627,0.014212566962603848,0.4208658982193868,1.5936480158254875,0.32347260870609706,0.5819751273400627,0.9117347938229342,0.9662301768265501,1.2571492,3.7588984069593616,0.02230920451438954,5.302223816158262,4.595130769294933,0.3763007475273559,0.5445704224043619,0.7247400293600943,0.6711492443519947,0.12657882194763279,0.16845707251169054,0.8931971018717848,0.04763170532002631,0.06339052231241915,0.25517135981005323,0.3763007475273559,1.096810176352892,6.954494788516123,0.9253600514334389,2.6971626494811782,0.6791815301623683,0.13335782708917315,0.4087167170530939,0.47848292108663637,0.11911482466796805,0.3650645871583738,0.08060383213309699,0.40357557969324487,0.30324711621032596,,,,,,,,,,4.955701238217107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041470513008581504,15.716090715219336,0.5445704224043619,0.34324110817940406,0.07159069377995725,0.7514010546446396,0.1171309851878456,0.0859699979765432,0.15588344528374448,0.11441293227516298,0.26603538902476415,0.4175908488195648,2.8748085910890673,0.15588344528374448,37.111970292354606,0.34324110817940406,0.42201718284664935,0.1171309851878456,6.342935796544521,2.7392413155817166,4.29220236524576,1.0,1.0,0.0
000020,동화약품(주),2008,KOSPI,UNKNOWN,4,4,BBB,4,BBB,9,BBB,dev,True,0.5565654998878967,0.19155368594499034,0.19155368594499034,0.19155368594499034,0.19506096550273624,0.18770667319218146,0.12274673859930141,0.12274673859930141,0.12274686422760496,0.13508075984086618,0.4659287765797095,0.16035915729534087,0.16035915729534087,0.16329527617765158,0.15713863078810347,0.10275742523789447,0.10275753040762163,0.11308285041884429,0.19724128521525106,0.1263913265770277,0.12639145593547846,1.1004834945702986,0.7051848633163768,0.6925053379732775,0.23043783081179026,0.18728116532288122,0.8127188346771188,0.02795421117675667,0.006734116959802568,0.024211406905109128,0.12927838666193456,0.034395918962383185,0.008285912264452359,0.029790630993224074,0.1818547947456087,0.04858303606618155,0.789170745554094,0.21082925444590594,0.8114577839087922,0.054651681746257154,0.0264264665240569,0.0015277446526997703,0.24089812147523026,3.0821025889435822,0.39055666256112037,0.4805556926907973,0.1267176063386609,0.46919944889272464,0.47087595379866076,0.5926907637094756,74.92252645026991,74.92252645026991,76.29433114375502,73.41784167584265,52.83423157415121,0.0025566901574272825,0.0025566901574272825,0.013347120650873318,0.013107133715030332,0.013107133715030332,0.018927123007297472,0.5730305094570104,3.8390574106382114,15.936435648100117,0.7261172727008186,4.7310624,5.543722481437904,23.012726074777312,0.1803842099506801,0.04345421732091237,1.2084964527097841,0.06274928861644269,0.26048060579374305,1.7451077795972423,0.21136901512861045,0.1705259095164055,1.2453510457528079,0.7591018785247697,0.9354792,1.0883266031729673,0.04345421732091237,4.18596816753685,3.380962202127018,0.14357612475632187,0.47087595379866076,0.5926907637094756,0.6186727706647585,0.14779681686609772,0.18603160249642398,0.7787223662058995,0.021220094216954102,0.02670969656864505,0.11330607741771416,0.14357612475632187,0.8029864377682403,9.823930643776825,0.7261172727008186,4.060997768240344,0.05893035419321592,0.19231057982065866,0.3816235505832807,0.46577026105988945,0.14975654976437183,0.29717879431010913,0.08664798806014898,0.360287356014332,0.2862380566605309,0.8371499431307846,2.348256615997319,1.3009292596846005,1.029691933319905,4.476979502363602,1.6552846918020283,3.5343682448359335,3.2935486732423565,5.717709140545378,2.844684122857115,24.8290921284289,6.2696225082317545,0.3036238717600439,0.2829359961178636,0.17489522034424715,0.2829359961178636,0.3036238717600439,0.17489522034424715,0.17736583456201555,0.34076976956254346,1.3671030851027945,1.3671030851027945,1.3671030851027945,1.3125618861399284,1.4313335038979489,1.665203217678335,1.66514415128064,0.020246064319552292,-0.8871862355386669,0.11353757364887175,0.026471208492261294,0.29123069934998247,0.11269475027043153,0.26703797429007076,-0.3685534655646818,3.5044441949315845,2.523759590821863,0.5621774260434714,6.707815253589835,6.400308460652236,-3.077928178641518,1.6699268293076017,-0.0074232991894537595,-0.8858513852481928,-6.002013142663417,0.12411785161462036,56.559535147569306,0.47087595379866076,0.39055666256112037,0.1521839551007574,0.7944715568901191,0.10731782157667322,0.008709718766549008,0.13508075984086618,0.010962908226245816,0.9188418229275521,0.6363028671304268,1.1004834945702986,0.13508075984086618,52.83423157415121,0.39055666256112037,0.4805556926907973,0.10731782157667322,5.117654893547921,3.364977646946403,2.961035766447656,1.0,1.0,0.0
000020,동화약품(주),2009,KOSPI,UNKNOWN,4,4,BBB,4,BBB,9,BBB,dev,True,0.4514857588324,0.08536841285369931,0.08536841285369931,0.08536841285369931,0.10224467016967274,0.08252506441900462,0.046290135353385824,0.046290135353385824,0.05310024334946698,0.20618330517374636,0.2475089376628029,0.046799804339392986,0.046799804339392986,0.05605153473904725,0.04524105273602796,0.025376707905945307,0.02911007615179671,0.11303171767662239,0.06385352213396625,0.03462390928407228,0.03971770647587078,4.454152134136402,2.4152177401622117,2.0165677568482523,0.47928538818107336,0.3239979195430314,0.6760020804569686,0.10235225356241005,0.07155476273894203,0.03559965816690415,0.10987619370245995,0.1514081931422774,0.10584991497448047,0.05266205415054232,0.4437257286875961,0.03555965949347731,0.9258069192794942,0.07419308072050575,0.3478150888509454,0.0,0.10235225356241005,0.0,0.6991029532662999,4.053618731846194,0.36642899676820156,0.5420530607250503,0.09039552582719439,0.974920625477941,0.04099211315140339,0.08728393963324566,9.429299956462303,9.429299956462303,11.29335349869539,9.115240172811164,22.773812532158527,0.009053526056851408,0.009053526056851408,0.10605241159123983,0.0885476577099548,0.0885476577099548,0.043910083065271416,0.2988665032015226,0.946067349649023,1.3532589802816213,0.3228173142561025,2.7200296363636363,0.4691473154999051,0.6710704243316208,2.131526637713868,1.4901565673915516,6.747386325487609,0.7389568549487061,1.057007199721019,3.3459755084219336,0.36764305308705525,2.131526637713868,3.323395861990696,0.3008970467337001,0.8651063636363636,0.8692546077691108,1.4901565673915516,1.136658818939546,0.7326369927564339,0.10267215809762549,0.04099211315140339,0.08728393963324566,0.3409516288965027,0.2999595157450993,0.6386996485887799,0.7259835882220256,0.030797490823468023,0.06557667129680506,0.09505459438413984,0.10267215809762549,0.3008970467337001,0.5197043571744767,0.3228173142561025,0.946067349649023,-0.048555251814721714,0.35544687592363655,0.48291940272859074,0.3688527734959515,0.25804859840535077,0.35059156081493975,0.23558613681286106,0.37305402240742946,0.17520144899929377,0.5482098445428106,1.0088169165593412,1.2006836164671524,0.7479759784616782,2.0526391877852985,2.4921440068881084,2.500239162835842,2.8200143691040824,3.225133278062865,2.475750490882228,20.448021730409398,5.195400492705898,0.35460812219822113,0.39996173760664233,0.3100647054811444,0.39996173760664233,0.35460812219822113,0.3100647054811444,-0.17133759075852617,-0.3277893136968989,-0.6306957273127984,-0.6306957273127984,-0.6306957273127984,-0.565641877673817,-0.6356793419153269,-0.6874956066142768,-0.6415209800904873,0.26484596778939123,-3.344146488580712,0.40181281295826526,-0.22745854569847063,1.4227549985945225,0.16599780580636048,0.31521213680158744,4.132632774779892,13.89525409706849,0.583616012337426,-1.426411466317084,,,,,-0.586877768819179,,,0.23719552744494884,17.42266501858145,0.04099211315140339,0.36642899676820156,0.04009250331686061,0.4696409594210144,0.09683212525839405,-0.014564609821225281,0.20618330517374636,-0.031012222271202476,1.1504109280092738,2.319881584549377,4.454152134136402,0.20618330517374636,22.773812532158527,0.36642899676820156,0.5420530607250503,0.09683212525839405,2.328295920074936,2.8523219374577344,2.1256237955068324,1.0,1.0,0.0
000020,동화약품(주),2019,KOSPI,UNKNOWN,3,3,A,3,A,5,A+,dev,True,0.39677814645537424,0.03274117580572824,0.03274117580572824,0.03274117580572824,0.04381089975880386,0.05451143604982146,0.031024500059785118,0.031024500059785118,0.025490064584920466,0.045971964202275534,0.3263975629094127,0.026933539775936863,0.026933539775936863,0.03603971397590683,0.044842187091962596,0.025521368302313243,0.02096863205105302,0.03781744839485289,0.033593715548346254,0.03183233968817116,0.02615379435533215,1.4817954878784902,1.4041024206049588,1.0493270956627045,0.2481744475775211,0.19882993764147505,0.801170062358525,0.0,-0.10022118087772841,0.0,0.0,0.0,-0.12509351707762548,0.0,0.184722012977144,0.06345243460037713,0.7443232564039182,0.25567674359608183,,,0.0,0.0,,8.838103221921367,0.6557329390695797,0.8184690989815571,0.07419385388520346,0.4678718674796103,0.4771613200996704,0.5848446713138159,10.518972207985104,10.518972207985104,14.075414997437319,17.513246446241226,14.769714339508175,0.0031125831648147087,0.0031125831648147087,0.09506632209189463,0.0710458626038428,0.0710458626038428,0.06770611651743697,0.1886409512203623,,-0.37424692304846163,0.25343955008439706,,,-0.35665420686778826,0.0,-2.8038362670167523,5.562562576547471,-2.6720326565530876,0.0,5.30107589858282,0.0,0.0,0.0,,,2.9433723058117693,-2.8038362670167523,4.2241992035592375,3.6241630227552273,0.6771987542876308,0.4771613200996704,0.5848446713138159,0.6251550667555611,0.14799374665589068,0.1813922262210715,0.7662368975348874,0.10022118087772841,0.12283858963436975,0.5040547820240462,0.6771987542876308,,,0.25343955008439706,,0.16733438779012197,0.14204732113448396,0.34054918612318674,0.7211504619783239,0.10884189864922883,0.26094135183306155,0.13081108773860237,0.238972162743688,0.19497189293987113,0.8226198086393922,2.155225721650941,1.3304243613271647,1.0260387637779598,4.149268247596049,1.779441992818905,4.803200585054297,3.8614974335124908,4.0640507867041125,4.235033253798179,7.930569938112771,10.996557861079276,0.25896689489454905,0.2081945116161947,0.2460599171820355,0.2081945116161947,0.25896689489454905,0.2460599171820355,0.0017854937291478645,0.05142644829614155,-0.10467184264586399,-0.10467184264586399,-0.10467184264586399,0.01858628764445564,0.15109666105298822,-0.05412679072606761,0.6215689917317166,,,0.01666670721997412,0.039609699734561465,-0.019424137711934717,0.015201586644017903,0.015250383176376352,,,0.3873875515283391,-0.8928706369181281,-59.6234725651034,9.409606788888604,,,-0.08790702066214695,,,0.015618807077685221,2.0366146119671327,0.4771613200996704,0.6557329390695797,0.026712772528098807,0.8158770071851014,0.03750746856777318,0.02476444299342988,0.045971964202275534,0.030353157124590312,0.33974635081857385,0.3565050515664564,1.4817954878784902,0.045971964202275534,14.769714339508175,0.6557329390695797,0.8184690989815571,0.03750746856777318,4.61139696926941,3.832278759097388,5.542184223454831,1.0,1.0,0.0
000020,동화약품(주),2020,KOSPI,UNKNOWN,3,3,A,3,A,7,A-,oot,True,0.5058457144693183,0.08354636235821618,0.08354636235821618,0.08354636235821618,0.09850468317607443,0.12485904958578783,0.1063526960469316,0.1063526960469316,0.1272082440330326,0.19083295392892888,0.3460821376535434,0.05715953076412341,0.05715953076412341,0.06739349637117192,0.08542424211574533,0.07276283526836547,0.08703147968406047,0.13056130504090632,0.07062160903377128,0.08989976712224004,0.10752892911668369,1.7943405388117062,2.284156347953333,1.9372982864968986,0.22398992091501993,0.18299980787011724,0.817000189662757,0.0,-0.12481153256537368,0.0,0.0,0.0,-0.15276805825087217,0.0,0.16194165394572246,0.062048266969297466,0.7229863436898212,0.2770136563101788,,,0.0,0.0,,9.677716711651767,0.6668957952115122,0.8162737336533481,0.06891044810276206,0.6056643158134714,0.3728657771204741,0.5651147604703997,49.66049528144628,49.66049528144628,58.551817409974085,74.21702235478723,113.43233553962207,0.001682350566274558,0.001682350566274558,0.02013673029905546,0.017078889165781107,0.017078889165781107,0.008815828354787763,0.6880478027546283,,-1.0088219663804137,0.9516746875786324,,,-0.5207365192092367,0.0,-1.9203569619402683,2.8156448995852372,-0.991255180126513,0.0,1.4533873896500475,0.0,0.0,0.0,,,1.751288163602122,-1.9203569619402683,3.8181999075329194,3.1531243143706202,0.9433524638576003,0.3728657771204741,0.5651147604703997,0.50517213910843,0.13230636198795584,0.20052330530558662,0.7656380657759863,0.12481153256537368,0.18916415412089496,0.6820309486551906,0.9433524638576003,,,0.9516746875786324,,0.4082605839732106,0.1741856396387661,0.2730653802055054,0.740098341652847,0.13336315621897785,0.20906924953092745,0.1484069657194122,0.1940254400304931,0.1280190353157501,0.684165404102746,1.5654121969878048,1.2153245571915738,0.845298431198856,3.589108682878972,1.6170749163106353,3.8252176000711113,3.93115047806176,3.30934487177699,4.269109398753094,6.056153160158515,9.57482398885558,0.2543784588202908,0.2614230364257996,0.3021746112133181,0.2614230364257996,0.2543784588202908,0.3021746112133181,-0.12928899117202095,0.11005466478337672,1.221812004689924,1.221812004689924,1.221812004689924,0.9577117232175721,0.9943732343939975,1.9848172601702392,3.3452859102900216,2.6143844779391925,1.3484021674201996,0.0766706055163444,-0.12996947185180616,0.42129869010411164,0.09794428204373971,0.09499928532718273,,,5.074659439849399,-2.686291510303248,,,,,0.2774684820098396,,,0.10896719220463168,9.924832389848644,0.3728657771204741,0.6668957952115122,0.05512434200153351,0.6598054115771138,0.1259126157095533,0.05401547260857384,0.19083295392892888,0.08186576172429719,0.5710082559703702,1.1062133158669807,1.7943405388117062,0.19083295392892888,113.43233553962207,0.6668957952115122,0.8162737336533481,0.1259126157095533,3.329724336962469,4.783104173586612,3.7053283645994166,1.0,1.0,0.0
000020,동화약품(주),2021,KOSPI,UNKNOWN,3,3,A,3,A,7,A-,oot,True,0.4940565627555121,0.06887445144648907,0.06887445144648907,0.06887445144648907,0.08261777162684712,0.07905755102504439,0.05412847595025411,0.05412847595025411,0.06260781531275406,0.11216990706563416,0.3273833148434072,0.04563919988596757,0.04563919988596757,0.05474612013919866,0.05238696349589595,0.035867876716749736,0.0414866548839596,0.07432864730307549,0.055517133379193576,0.04363095103962406,0.05046583109265936,2.072290141121322,1.628614162579325,1.3576970772373618,0.20916824135975776,0.17298522588100704,0.8270147741189929,0.0,-0.13067176765772315,0.0,0.0,0.0,-0.15800415149405997,0.0,0.16691953198724327,0.04224870937251449,0.7980156590796733,0.2019843409203267,,,0.0,0.0,,10.284499061452905,0.690087320624246,0.8344316718638869,0.06709975045947998,0.6329043863969709,0.3385338052048106,0.5176852232449517,57.94041714181524,57.94041714181524,69.5019423146457,66.5069178541518,94.36258394291418,0.0011887116946001897,0.0011887116946001897,0.01725910943223614,0.014388087105146647,0.014388087105146647,0.010597420695950446,0.4240368710276307,,-0.5613463048018605,0.5313640981890747,,,-0.41345474937906357,0.0,-2.41864436556074,3.2018373165216865,-1.781431518201535,0.0,2.358285489600358,0.0,0.0,0.0,,,1.4399922959273157,-2.41864436556074,3.4523452768344183,2.8915505283477922,0.9465887521547529,0.3385338052048106,0.5176852232449517,0.4765787242472886,0.138044919042478,0.21109801630918779,0.7287832395541395,0.13067176765772315,0.19982300784045776,0.7553926469281808,0.9465887521547529,,,0.5313640981890747,,0.16235927803002606,0.16243877814007046,0.27604344149846977,0.7687327595400112,0.11838265896213669,0.20117583355292837,0.16227796061078423,0.15728053190428085,0.10285164528445334,0.6626433884765853,1.3010485010871808,1.3504453021511933,0.8060628028714937,3.7242669894244833,1.8641264734154683,4.057174518437553,4.919102048595609,3.2844720090735477,5.74872867544357,5.185787861468408,9.74575230018327,0.20328913491142098,0.24647694977269727,0.304462938712049,0.24647694977269727,0.20328913491142098,0.304462938712049,0.017851848924495876,-0.005870028173420919,-0.16089718606910594,-0.16089718606910594,-0.16089718606910594,-0.14630808512835092,-0.3555222889391309,-0.4819617050317287,-0.49904598512764414,-0.4017157679015683,-0.5738686102048544,0.026985162103926527,-0.031143563775730805,0.0863290624463416,0.03957368995412971,0.06269891627129208,,,-0.2723793751486468,-0.33845685804131936,-10.012914390527174,-9.19568246108057,,,0.46649813707702215,-23.502754174126114,-33.1461722330288,0.07789618554410377,7.888395139071281,0.3385338052048106,0.690087320624246,0.0450395898562115,0.6539375473822004,0.07335211391659016,0.022412873391450126,0.11216990706563416,0.034273721521530395,0.6944481597771517,0.9428502368223032,2.072290141121322,0.11216990706563416,94.36258394291418,0.690087320624246,0.8344316718638869,0.07335211391659016,3.1177581910310046,4.970775974127652,4.273796900269822,1.0,1.0,0.0
000020,동화약품(주),2022,KOSPI,UNKNOWN,3,3,A,3,A,7,A-,oot,True,0.5184078215660906,0.08413297561799632,0.08413297561799632,0.08413297561799632,0.09426454575089613,0.06630792303606761,0.05763413790205799,0.05763413790205799,0.06493087796997955,0.08622605423821784,0.3871206691406181,0.06282623923311663,0.06282623923311663,0.07039198196717615,0.04951539399521694,0.04303825116408458,0.04848708657923242,0.06438924419237105,0.0755058158910391,0.05172422077676643,0.05827273885931722,1.4960934157590462,1.0248782193289478,0.9147241261426027,0.1947884948099759,0.16303177943459074,0.8369682182391465,0.0,-0.06694129021170346,0.0,0.0,0.0,-0.07998068355873504,0.0,0.18411667714418722,0.01067182044518073,0.9452133059696392,0.054786708299129905,,,0.0,0.0,,10.981489588625303,0.7135326096289387,0.8525205546395807,0.06497594009177228,0.6381879085322419,0.3117571960765195,0.4241990416979022,4.906965409899348,4.906965409899348,5.497878352475391,3.8673383694116485,5.029041971606384,0.017145622312369647,0.017145622312369647,0.20379193991924066,0.18188834599255096,0.18188834599255096,0.19884502965891504,0.3886986640008801,,-0.9466539210030412,0.4112285148188184,,,-1.0349064750211485,0.0,-0.9662708893376717,2.353298868401903,-1.0563522506096368,0.0,2.572687000534007,0.0,0.0,0.0,,,1.6396797133746615,-0.9662708893376717,3.023086217340516,2.3986640985055336,0.4344021671437172,0.3117571960765195,0.4241990416979022,0.4658570032940021,0.15409980721748257,0.20967917138773282,0.633878213085635,0.06694129021170346,0.09108508645573003,0.4106027085262887,0.4344021671437172,,,0.4112285148188184,,0.1604304403750846,0.20655121089609618,0.28703785546450544,0.823979533571494,0.13092831247349157,0.18194704290977348,0.17277134583972145,0.14010400954354363,0.1029668360389158,0.7467492831630917,1.4119757692234498,1.5850118913795825,0.8974580458662411,4.446829402057569,2.298183586890689,4.135072941106384,5.629262836319608,3.0812531443815985,7.256321764037539,7.597089463425863,11.310823669502536,0.17764315312265583,0.2418337026317217,0.32454327935483473,0.2418337026317217,0.17764315312265583,0.32454327935483473,0.16059010337147955,0.21779373573002914,0.4177085525726972,0.4177085525726972,0.4177085525726972,0.32420055325901737,-0.026578508276849228,0.23575639053553618,0.20365379304056352,-0.10784355787072092,0.13909426813704406,0.03268610449818842,0.00945348482500961,0.05383956200181309,0.04511488298734122,0.06777097484356544,,,-0.21649429888717744,3.9131001028397256,1.6010852711542702,1.018807799812368,,,0.3802465506356575,-1.671545478872104,-0.13385529234457857,0.05258713243500103,7.072567516943091,0.3117571960765195,0.7135326096289387,0.061831965652859776,0.7349314011381967,0.06337023485591159,0.024722299933616368,0.08622605423821784,0.033638921803216815,0.609875204189651,0.5578675632084199,1.4960934157590462,0.08622605423821784,5.029041971606384,0.7135326096289387,0.8525205546395807,0.06337023485591159,2.787453996455399,5.4961047127097,3.6782890525027963,1.0,1.0,0.0
000020,동화약품(주),2023,KOSPI,UNKNOWN,3,3,A,3,A,7,A-,oot,True,0.5152023802177447,0.05087113940301553,0.05087113940301553,0.05087113940301553,0.060828032810999334,0.10413988834525167,0.07807703421581508,0.07807703421581508,0.061069854725103914,0.08437210833926106,0.38210630035884124,0.037729217912599325,0.037729217912599325,0.0451138726604754,0.07723665298007563,0.05790681066843454,0.045293222912904635,0.0625756312642905,0.046364467148101364,0.07116019280090585,0.05565967867772113,1.0806264503598535,1.6585456769670794,1.3870596243251243,0.2615228520748396,0.20730726490186865,0.7926927350981313,0.03376482144295087,-0.07106507503744086,0.03376482144295087,0.1628733149266807,0.042595093846509086,-0.08965021614414488,0.042595093846509086,0.19226539916800867,0.06925745290683097,0.7351762862886962,0.26482371371130375,0.0,1.0,0.0,0.03376482144295087,-2.1047075625,11.576645733289368,0.682371705802198,0.8608275004787622,0.05894381857432118,0.8126892381884769,0.20337975986433665,0.28756988305845765,7.34182839656471,7.34182839656471,8.77882791381889,15.029684776884011,12.176757748156543,0.00692894694008627,0.00692894694008627,0.13620585309075142,0.11391042287386502,0.11391042287386502,0.08212366712735099,0.2878383849628678,1.7672531875,-0.83966685870641,0.39152294535495474,,1.274100375,-0.6053574366818953,0.7848675187777101,-1.6519166023320573,4.818883431770437,-1.1909485168208247,0.5658498776933172,3.474171800015497,0.0,0.0,0.0,3.1047075625,,1.183461329353312,-1.6519166023320573,2.334448194155596,1.6622962975947857,0.6878268818150326,0.20337975986433665,0.28756988305845765,0.35578714499555947,0.1524073851312228,0.21549722523355383,0.5030671082920115,0.10482989648039173,0.1482247844721871,0.5056740125823097,0.6878268818150326,,,0.39152294535495474,,0.06069426879067897,0.2879275274746191,0.3493116853433897,0.8503401671382906,0.1448468686443253,0.17572721943830805,0.18324594652293802,0.13732814155969533,0.09712339886214325,0.7416625291935729,1.2531112397872184,1.8171629573231918,0.9114100390162084,3.9821419435925915,2.909271155183729,3.614231629613895,5.7595958131860225,2.801363301938247,7.423834200036055,8.543735629045582,11.998475304020877,0.1736232944871929,0.27668398223464974,0.3569690512144947,0.27668398223464974,0.1736232944871929,0.3569690512144947,0.06079589379263876,0.054236735387493004,-0.3585880518918823,-0.3585880518918823,-0.3585880518918823,-0.3154782965388811,0.666032668171148,0.4370614415434248,-0.0022828405792523336,0.037987727348030936,-0.5875425724360678,0.10233679567002094,-0.15811663540136878,0.3294932980388857,0.044023357777373096,0.05419630368547923,,,0.43812677022108926,-0.40592341792026015,-6.898228145389988,-6.189138227244545,,,-0.5698188761027474,-0.37515965342003843,-10.664181835043737,0.07129266182729027,8.82994988297651,0.20337975986433665,0.682371705802198,0.035977898679004965,0.7072359514886798,0.05967098832042328,0.009250254798838965,0.08437210833926106,0.013079446511970802,0.8449790248291743,1.1720362887421645,1.0806264503598535,0.08437210833926106,12.176757748156543,0.682371705802198,0.8608275004787622,0.05967098832042328,2.645611698273338,5.690638042281586,3.346966519329366,1.0,1.0,0.0
