거래소코드,year,시장
181710,2020,KOSPI
182400,2018,KOSDAQ
182400,2020,KOSDAQ
183190,2018,KOSPI
183300,2017,KOSDAQ
183300,2020,KOSDAQ
183490,2024,KOSDAQ
184230,2024,KOSDAQ
185750,2016,KOSPI
185750,2024,KOSPI
186230,2024,KOSDAQ
187270,2019,KOSDAQ
187790,2024,KOSDAQ
187870,2019,KOSDAQ
189300,2024,KOSDAQ
189860,2022,KOSDAQ
191410,2017,KOSDAQ
191410,2024,KOSDAQ
192410,2024,KOSDAQ
192440,2019,KOSDAQ
192520,2014,KOSPI
192650,2018,KOSPI
194700,2024,KOSDAQ
196490,2020,KOSDAQ
196490,2022,KOSDAQ
196700,2015,KOSDAQ
196700,2017,KOSDAQ
196700,2024,KOSDAQ
197140,2024,KOSDAQ
198440,2022,KOSDAQ
198440,2024,KOSDAQ
199150,2024,KONEX
199480,2024,KOSDAQ
200130,2024,KOSDAQ
200350,2024,KOSDAQ
200710,2024,KOSDAQ
200880,2017,KOSPI
200880,2020,KOSPI
200880,2024,KOSPI
203450,2023,KOSDAQ
203650,2024,KOSDAQ
204020,2024,KOSDAQ
206560,2024,KOSDAQ
208350,2024,KOSDAQ
209640,2024,KOSDAQ
210610,2015,KOSDAQ
210980,2018,KOSPI
210980,2024,KOSPI
212710,2024,KOSDAQ
214180,2024,KOSDAQ
214260,2024,KOSDAQ
214270,2024,KOSDAQ
214330,2024,KOSPI
215090,2024,KOSDAQ
215480,2024,KOSDAQ
215600,2024,KOSDAQ
216400,2022,KONEX
217480,2024,KOSDAQ
217500,2024,KOSDAQ
218150,2018,KOSDAQ
218150,2024,KOSDAQ
219130,2024,KOSDAQ
219550,2024,KOSDAQ
220180,2024,KOSDAQ
220260,2024,KOSDAQ
221840,2024,KOSDAQ
222080,2024,KOSDAQ
222800,2017,KOSDAQ
222810,2024,KOSDAQ
222980,2024,KOSDAQ
223310,2020,KOSDAQ
223310,2024,KOSDAQ
224110,2015,KOSDAQ
224110,2019,KOSDAQ
224760,2024,KONEX
225430,2024,KOSDAQ
226320,2021,KOSPI
227100,2022,KOSDAQ
232140,2020,KOSDAQ
232140,2024,KOSDAQ
232680,2021,KOSDAQ
232830,2018,KOSDAQ
234080,2024,KOSPI
234100,2024,KOSDAQ
236200,2024,KOSDAQ
237750,2024,KOSDAQ
237820,2023,KOSDAQ
237880,2022,KOSDAQ
238170,2022,KONEX
238170,2024,KONEX
238490,2017,KOSDAQ
238490,2024,KOSDAQ
239610,2024,KOSDAQ
240600,2024,KOSDAQ
240810,2019,KOSDAQ
240810,2021,KOSDAQ
241710,2020,KOSDAQ
241770,2024,KOSDAQ
244920,2024,KOSPI
245620,2020,KOSDAQ
247540,2024,KOSDAQ
248020,2022,KOSDAQ
250030,2024,KONEX
250930,2024,KOSDAQ
251370,2020,KOSDAQ
251370,2024,KOSDAQ
251630,2018,KOSDAQ
251970,2024,KOSDAQ
252500,2022,KOSDAQ
252990,2024,KOSDAQ
253450,2020,KOSDAQ
253450,2024,KOSDAQ
253590,2024,KOSDAQ
254490,2024,KOSDAQ
255440,2024,KOSDAQ
256150,2019,KOSDAQ
256630,2023,KOSDAQ
256940,2024,KOSDAQ
258790,2019,KOSDAQ
258790,2024,KOSDAQ
259630,2024,KOSDAQ
262260,2024,KOSDAQ
262760,2018,KOSDAQ
263020,2024,KOSDAQ
263540,2020,KOSDAQ
263700,2018,KOSDAQ
263770,2024,KOSDAQ
263800,2017,KOSDAQ
263800,2023,KOSDAQ
263920,2017,KOSDAQ
263920,2024,KOSDAQ
264450,2020,KOSDAQ
264450,2024,KOSDAQ
264850,2020,KOSDAQ
265520,2024,KOSDAQ
265560,2017,KOSDAQ
265560,2023,KOSDAQ
265740,2024,KOSDAQ
267080,2024,KONEX
267250,2023,KOSPI
267850,2024,KOSPI
269620,2017,KOSDAQ
269620,2024,KOSDAQ
270870,2024,KOSDAQ
271830,2024,KOSDAQ
272110,2024,KOSDAQ
272210,2020,KOSPI
275630,2024,KOSDAQ
277410,2024,KOSDAQ
277810,2024,KOSDAQ
281740,2024,KOSDAQ
281820,2020,KOSPI
281820,2024,KOSPI
282330,2024,KOSPI
288620,2024,KOSDAQ
289220,2024,KOSDAQ
290120,2018,KOSDAQ
290510,2021,KOSDAQ
290560,2024,KOSDAQ
290720,2024,KOSDAQ
291650,2022,KOSDAQ
294140,2019,KOSDAQ
294140,2024,KOSDAQ
294570,2024,KOSDAQ
297090,2024,KOSDAQ
297890,2024,KOSDAQ
298000,2024,KOSPI
298020,2024,KOSPI
298040,2021,KOSPI
298690,2022,KOSPI
298690,2024,KOSPI
298830,2024,KOSDAQ
299900,2022,KOSDAQ
299900,2024,KOSDAQ
300080,2023,KOSDAQ
302440,2024,KOSPI
303530,2024,KOSDAQ
306040,2024,KOSDAQ
307280,2020,KOSDAQ
307280,2024,KOSDAQ
307870,2024,KOSDAQ
307950,2024,KOSPI
308170,2024,KOSPI
310870,2024,KOSDAQ
311390,2024,KOSDAQ
314140,2024,KOSDAQ
315640,2023,KOSDAQ
317120,2024,KOSDAQ
317240,2024,KOSDAQ
317330,2024,KOSDAQ
317400,2024,KOSPI
317770,2024,KOSDAQ
317830,2024,KOSDAQ
317850,2024,KOSDAQ
318010,2022,KOSDAQ
318160,2024,KOSDAQ
318660,2022,KONEX
319400,2024,KOSDAQ
320000,2024,KOSDAQ
321820,2024,KOSDAQ
323410,2024,KOSPI
328380,2024,KOSDAQ
331660,2022,KONEX
332290,2024,KOSDAQ
332570,2024,KOSDAQ
333620,2024,KOSDAQ
334970,2023,KOSDAQ
335870,2024,KOSDAQ
339770,2024,KOSPI
347000,2024,KOSDAQ
347740,2022,KOSDAQ
348030,2023,KOSDAQ
348340,2024,KOSDAQ
352090,2024,KOSDAQ
352700,2024,KOSDAQ
352770,2023,KOSDAQ
353190,2024,KOSDAQ
353590,2024,KOSDAQ
354320,2024,KOSDAQ
354390,2024,KONEX
355390,2024,KOSDAQ
356680,2023,KOSDAQ
357230,2024,KOSDAQ
357580,2024,KOSDAQ
360350,2024,KOSDAQ
362990,2024,KOSDAQ
363280,2022,KOSPI
368600,2024,KOSDAQ
370090,2024,KOSDAQ
372910,2024,KOSPI
373170,2024,KOSDAQ
373200,2024,KOSDAQ
373220,2023,KOSPI
377220,2024,KOSDAQ
378340,2024,KOSDAQ
379390,2024,KONEX
381620,2024,KOSDAQ
382480,2024,KOSDAQ
382800,2024,KOSDAQ
382840,2024,KOSDAQ
383310,2024,KOSDAQ
388050,2024,KOSDAQ
389140,2023,KOSDAQ
389680,2024,KOSDAQ
391710,2024,KOSDAQ
393210,2021,KOSDAQ
393210,2024,KOSDAQ
398120,2024,KOSDAQ
399720,2024,KOSDAQ
403490,2024,KOSDAQ
406820,2024,KOSDAQ
412350,2023,KOSDAQ
413630,2024,KOSDAQ
415380,2024,KOSDAQ
417200,2024,KOSDAQ
419050,2024,KOSDAQ
419080,2024,KOSDAQ
419530,2024,KOSDAQ
420570,2024,KOSDAQ
430690,2024,KOSDAQ
432470,2023,KOSDAQ
432980,2024,KOSDAQ
439090,2024,KOSDAQ
439580,2024,KOSDAQ
444530,2024,KOSDAQ
448710,2024,KOSDAQ
448900,2023,KOSDAQ
450080,2024,KOSPI
450520,2024,KOSDAQ
451250,2024,KOSDAQ
452160,2024,KOSDAQ
452190,2024,KOSDAQ
452280,2024,KOSDAQ
456700,2024,KOSDAQ
457370,2024,KOSDAQ
457550,2024,KOSDAQ
457600,2024,KOSDAQ
460930,2024,KOSDAQ
469750,2024,KOSDAQ
475580,2024,KOSDAQ
475660,2024,KOSDAQ
476080,2024,KOSDAQ
478560,2024,KOSDAQ
479960,2024,KOSDAQ
489500,2024,KOSDAQ
199150,2020,KONEX
199150,2021,KONEX
199150,2022,KONEX
199150,2023,KONEX
162120,2020,KONEX
162120,2021,KONEX
162120,2022,KONEX
162120,2023,KONEX
354390,2023,KONEX
102950,2023,KONEX
238170,2020,KONEX
238170,2021,KONEX
238170,2023,KONEX
224760,2018,KONEX
224760,2019,KONEX
224760,2020,KONEX
224760,2021,KONEX
224760,2022,KONEX
224760,2023,KONEX
121060,2021,KONEX
121060,2022,KONEX
121060,2023,KONEX
066830,2021,KONEX
066830,2022,KONEX
066830,2023,KONEX
250030,2020,KONEX
250030,2021,KONEX
250030,2022,KONEX
250030,2023,KONEX
318660,2020,KONEX
318660,2021,KONEX
331660,2020,KONEX
331660,2021,KONEX
092590,2017,KONEX
092590,2018,KONEX
092590,2019,KONEX
092590,2020,KONEX
092590,2021,KONEX
092590,2022,KONEX
092590,2023,KONEX
267080,2022,KONEX
267080,2023,KONEX
379390,2021,KONEX
379390,2022,KONEX
379390,2023,KONEX
216400,2020,KONEX
216400,2021,KONEX
079940,2021,KOSDAQ
079940,2022,KOSDAQ
079940,2023,KOSDAQ
399720,2023,KOSDAQ
198440,2020,KOSDAQ
198440,2021,KOSDAQ
198440,2023,KOSDAQ
114190,2010,KOSDAQ
035290,2001,KOSDAQ
035290,2002,KOSDAQ
035290,2003,KOSDAQ
035290,2004,KOSDAQ
014200,2019,KOSDAQ
014200,2021,KOSDAQ
014200,2022,KOSDAQ
014200,2023,KOSDAQ
204020,2018,KOSDAQ
204020,2019,KOSDAQ
204020,2020,KOSDAQ
204020,2021,KOSDAQ
204020,2022,KOSDAQ
204020,2023,KOSDAQ
186230,2018,KOSDAQ
186230,2019,KOSDAQ
186230,2020,KOSDAQ
186230,2021,KOSDAQ
186230,2022,KOSDAQ
186230,2023,KOSDAQ
083450,2019,KOSDAQ
083450,2021,KOSDAQ
083450,2022,KOSDAQ
083450,2023,KOSDAQ
036190,2021,KOSDAQ
036190,2022,KOSDAQ
036190,2023,KOSDAQ
456700,2022,KOSDAQ
456700,2023,KOSDAQ
187790,2021,KOSDAQ
187790,2022,KOSDAQ
187790,2023,KOSDAQ
121600,2021,KOSDAQ
121600,2022,KOSDAQ
121600,2023,KOSDAQ
137080,2021,KOSDAQ
137080,2022,KOSDAQ
137080,2023,KOSDAQ
094860,2014,KOSDAQ
094860,2016,KOSDAQ
094860,2017,KOSDAQ
253590,2018,KOSDAQ
253590,2019,KOSDAQ
253590,2020,KOSDAQ
253590,2021,KOSDAQ
253590,2022,KOSDAQ
253590,2023,KOSDAQ
042420,2022,KOSDAQ
042420,2023,KOSDAQ
311390,2020,KOSDAQ
311390,2021,KOSDAQ
311390,2022,KOSDAQ
311390,2023,KOSDAQ
092730,2020,KOSDAQ
092730,2021,KOSDAQ
092730,2022,KOSDAQ
092730,2023,KOSDAQ
007390,2018,KOSDAQ
007390,2019,KOSDAQ
007390,2021,KOSDAQ
007390,2022,KOSDAQ
007390,2023,KOSDAQ
033640,2020,KOSDAQ
033640,2021,KOSDAQ
033640,2022,KOSDAQ
033640,2023,KOSDAQ
104620,2017,KOSDAQ
104620,2018,KOSDAQ
104620,2019,KOSDAQ
104620,2020,KOSDAQ
104620,2021,KOSDAQ
104620,2022,KOSDAQ
104620,2023,KOSDAQ
194700,2017,KOSDAQ
194700,2018,KOSDAQ
194700,2019,KOSDAQ
194700,2020,KOSDAQ
194700,2021,KOSDAQ
194700,2022,KOSDAQ
194700,2023,KOSDAQ
106520,2021,KOSDAQ
106520,2022,KOSDAQ
106520,2023,KOSDAQ
142280,2016,KOSDAQ
069140,2021,KOSDAQ
069140,2022,KOSDAQ
069140,2023,KOSDAQ
040160,2018,KOSDAQ
040160,2019,KOSDAQ
040160,2020,KOSDAQ
040160,2021,KOSDAQ
040160,2022,KOSDAQ
040160,2023,KOSDAQ
332290,2021,KOSDAQ
332290,2022,KOSDAQ
332290,2023,KOSDAQ
348340,2023,KOSDAQ
126870,2010,KOSDAQ
126870,2011,KOSDAQ
126870,2012,KOSDAQ
126870,2013,KOSDAQ
126870,2014,KOSDAQ
126870,2015,KOSDAQ
126870,2016,KOSDAQ
126870,2017,KOSDAQ
123840,2021,KOSDAQ
123840,2022,KOSDAQ
123840,2023,KOSDAQ
012340,2022,KOSDAQ
012340,2023,KOSDAQ
054650,2004,KOSDAQ
054650,2005,KOSDAQ
054650,2006,KOSDAQ
054650,2007,KOSDAQ
270870,2020,KOSDAQ
270870,2021,KOSDAQ
270870,2022,KOSDAQ
270870,2023,KOSDAQ
085670,2017,KOSDAQ
085670,2018,KOSDAQ
085670,2019,KOSDAQ
085670,2020,KOSDAQ
085670,2021,KOSDAQ
085670,2022,KOSDAQ
085670,2023,KOSDAQ
039560,2014,KOSDAQ
039560,2015,KOSDAQ
039560,2016,KOSDAQ
039560,2017,KOSDAQ
039560,2018,KOSDAQ
068240,2010,KOSDAQ
036480,2008,KOSDAQ
036480,2009,KOSDAQ
036480,2010,KOSDAQ
036480,2011,KOSDAQ
036480,2012,KOSDAQ
036480,2013,KOSDAQ
036480,2014,KOSDAQ
036480,2015,KOSDAQ
036480,2016,KOSDAQ
036480,2017,KOSDAQ
036480,2018,KOSDAQ
036480,2019,KOSDAQ
036480,2020,KOSDAQ
036480,2021,KOSDAQ
036480,2022,KOSDAQ
036480,2023,KOSDAQ
104040,2014,KOSDAQ
104040,2018,KOSDAQ
007680,2016,KOSDAQ
007680,2018,KOSDAQ
007680,2020,KOSDAQ
007680,2021,KOSDAQ
007680,2022,KOSDAQ
007680,2023,KOSDAQ
096350,2021,KOSDAQ
096350,2022,KOSDAQ
096350,2023,KOSDAQ
317330,2018,KOSDAQ
317330,2019,KOSDAQ
317330,2020,KOSDAQ
317330,2021,KOSDAQ
317330,2022,KOSDAQ
317330,2023,KOSDAQ
263800,2016,KOSDAQ
263800,2019,KOSDAQ
263800,2020,KOSDAQ
263800,2021,KOSDAQ
263800,2022,KOSDAQ
206560,2021,KOSDAQ
206560,2022,KOSDAQ
206560,2023,KOSDAQ
006620,2019,KOSDAQ
006620,2023,KOSDAQ
075970,2017,KOSDAQ
075970,2018,KOSDAQ
075970,2019,KOSDAQ
033500,2014,KOSDAQ
033500,2015,KOSDAQ
033500,2016,KOSDAQ
033500,2017,KOSDAQ
033500,2018,KOSDAQ
033500,2019,KOSDAQ
033500,2020,KOSDAQ
033500,2021,KOSDAQ
033500,2022,KOSDAQ
033500,2023,KOSDAQ
088130,2018,KOSDAQ
013120,2015,KOSDAQ
013120,2016,KOSDAQ
013120,2017,KOSDAQ
013120,2018,KOSDAQ
013120,2019,KOSDAQ
013120,2021,KOSDAQ
013120,2022,KOSDAQ
013120,2023,KOSDAQ
073190,2020,KOSDAQ
073190,2021,KOSDAQ
073190,2022,KOSDAQ
073190,2023,KOSDAQ
203650,2022,KOSDAQ
203650,2023,KOSDAQ
362990,2022,KOSDAQ
362990,2023,KOSDAQ
187870,2018,KOSDAQ
074130,2004,KOSDAQ
074130,2005,KOSDAQ
074130,2009,KOSDAQ
074130,2010,KOSDAQ
074130,2012,KOSDAQ
074130,2013,KOSDAQ
109740,2010,KOSDAQ
109740,2012,KOSDAQ
109740,2013,KOSDAQ
109740,2014,KOSDAQ
109740,2015,KOSDAQ
109740,2016,KOSDAQ
109740,2017,KOSDAQ
109740,2018,KOSDAQ
109740,2019,KOSDAQ
109740,2020,KOSDAQ
109740,2021,KOSDAQ
109740,2022,KOSDAQ
109740,2023,KOSDAQ
196490,2019,KOSDAQ
196490,2021,KOSDAQ
068790,2021,KOSDAQ
219550,2017,KOSDAQ
219550,2018,KOSDAQ
219550,2019,KOSDAQ
219550,2020,KOSDAQ
219550,2021,KOSDAQ
219550,2022,KOSDAQ
219550,2023,KOSDAQ
079810,2007,KOSDAQ
079810,2008,KOSDAQ
079810,2009,KOSDAQ
079810,2010,KOSDAQ
079810,2011,KOSDAQ
079810,2012,KOSDAQ
079810,2013,KOSDAQ
079810,2014,KOSDAQ
079810,2015,KOSDAQ
079810,2016,KOSDAQ
079810,2017,KOSDAQ
079810,2018,KOSDAQ
079810,2019,KOSDAQ
079810,2020,KOSDAQ
079810,2021,KOSDAQ
079810,2022,KOSDAQ
079810,2023,KOSDAQ
099520,2014,KOSDAQ
099520,2015,KOSDAQ
099520,2016,KOSDAQ
099520,2018,KOSDAQ
099520,2019,KOSDAQ
099520,2020,KOSDAQ
099520,2021,KOSDAQ
099520,2022,KOSDAQ
099520,2023,KOSDAQ
197140,2017,KOSDAQ
197140,2018,KOSDAQ
197140,2019,KOSDAQ
197140,2020,KOSDAQ
197140,2021,KOSDAQ
197140,2022,KOSDAQ
197140,2023,KOSDAQ
068930,2010,KOSDAQ
068930,2012,KOSDAQ
263020,2020,KOSDAQ
263020,2021,KOSDAQ
263020,2022,KOSDAQ
263020,2023,KOSDAQ
315640,2021,KOSDAQ
315640,2022,KOSDAQ
317120,2018,KOSDAQ
317120,2019,KOSDAQ
317120,2020,KOSDAQ
317120,2021,KOSDAQ
317120,2022,KOSDAQ
317120,2023,KOSDAQ
232680,2020,KOSDAQ
214260,2020,KOSDAQ
214260,2021,KOSDAQ
214260,2022,KOSDAQ
214260,2023,KOSDAQ
084650,2022,KOSDAQ
084650,2023,KOSDAQ
217500,2017,KOSDAQ
217500,2018,KOSDAQ
217500,2019,KOSDAQ
217500,2020,KOSDAQ
217500,2021,KOSDAQ
217500,2022,KOSDAQ
217500,2023,KOSDAQ
294140,2018,KOSDAQ
294140,2021,KOSDAQ
294140,2022,KOSDAQ
294140,2023,KOSDAQ
281740,2021,KOSDAQ
281740,2022,KOSDAQ
281740,2023,KOSDAQ
277810,2019,KOSDAQ
277810,2020,KOSDAQ
277810,2021,KOSDAQ
277810,2022,KOSDAQ
277810,2023,KOSDAQ
090360,2018,KOSDAQ
090360,2021,KOSDAQ
090360,2022,KOSDAQ
090360,2023,KOSDAQ
067730,2023,KOSDAQ
141080,2020,KOSDAQ
141080,2021,KOSDAQ
141080,2022,KOSDAQ
141080,2023,KOSDAQ
016100,2020,KOSDAQ
016100,2021,KOSDAQ
016100,2022,KOSDAQ
016100,2023,KOSDAQ
012700,2006,KOSDAQ
012700,2007,KOSDAQ
012700,2008,KOSDAQ
012700,2009,KOSDAQ
012700,2010,KOSDAQ
012700,2012,KOSDAQ
012700,2013,KOSDAQ
012700,2014,KOSDAQ
012700,2015,KOSDAQ
012700,2016,KOSDAQ
012700,2017,KOSDAQ
012700,2018,KOSDAQ
012700,2019,KOSDAQ
012700,2020,KOSDAQ
439090,2022,KOSDAQ
439090,2023,KOSDAQ
098120,2008,KOSDAQ
098120,2010,KOSDAQ
169330,2020,KOSDAQ
169330,2021,KOSDAQ
169330,2022,KOSDAQ
169330,2023,KOSDAQ
038290,2021,KOSDAQ
038290,2023,KOSDAQ
100590,2018,KOSDAQ
100590,2020,KOSDAQ
100590,2021,KOSDAQ
100590,2022,KOSDAQ
100590,2023,KOSDAQ
067280,2009,KOSDAQ
067280,2010,KOSDAQ
067280,2011,KOSDAQ
067280,2012,KOSDAQ
067280,2013,KOSDAQ
067280,2014,KOSDAQ
067280,2015,KOSDAQ
067280,2016,KOSDAQ
067280,2017,KOSDAQ
067280,2018,KOSDAQ
067280,2019,KOSDAQ
067280,2020,KOSDAQ
067280,2021,KOSDAQ
067280,2022,KOSDAQ
067280,2023,KOSDAQ
054180,2018,KOSDAQ
054180,2019,KOSDAQ
241770,2016,KOSDAQ
241770,2017,KOSDAQ
241770,2018,KOSDAQ
241770,2019,KOSDAQ
241770,2020,KOSDAQ
241770,2021,KOSDAQ
241770,2022,KOSDAQ
241770,2023,KOSDAQ
080160,2013,KOSDAQ
348030,2020,KOSDAQ
348030,2021,KOSDAQ
348030,2022,KOSDAQ
033200,2021,KOSDAQ
033200,2022,KOSDAQ
033200,2023,KOSDAQ
218150,2017,KOSDAQ
218150,2020,KOSDAQ
218150,2021,KOSDAQ
218150,2022,KOSDAQ
218150,2023,KOSDAQ
059090,2017,KOSDAQ
059090,2018,KOSDAQ
059090,2019,KOSDAQ
059090,2020,KOSDAQ
457600,2023,KOSDAQ
008470,2021,KOSDAQ
008470,2022,KOSDAQ
100120,2008,KOSDAQ
100120,2009,KOSDAQ
100120,2010,KOSDAQ
100120,2019,KOSDAQ
100120,2020,KOSDAQ
100120,2021,KOSDAQ
100120,2022,KOSDAQ
100120,2023,KOSDAQ
406820,2023,KOSDAQ
064480,2015,KOSDAQ
064480,2016,KOSDAQ
064480,2017,KOSDAQ
064480,2018,KOSDAQ
064480,2019,KOSDAQ
064480,2020,KOSDAQ
064480,2021,KOSDAQ
064480,2022,KOSDAQ
064480,2023,KOSDAQ
251630,2016,KOSDAQ
251630,2017,KOSDAQ
018290,2022,KOSDAQ
018290,2023,KOSDAQ
478560,2023,KOSDAQ
439580,2022,KOSDAQ
439580,2023,KOSDAQ
053040,2009,KOSDAQ
121800,2017,KOSDAQ
139050,2019,KOSDAQ
086670,2022,KOSDAQ
086670,2023,KOSDAQ
138580,2021,KOSDAQ
138580,2022,KOSDAQ
126600,2010,KOSDAQ
126600,2021,KOSDAQ
126600,2022,KOSDAQ
126600,2023,KOSDAQ
082920,2020,KOSDAQ
082920,2021,KOSDAQ
082920,2022,KOSDAQ
054220,2007,KOSDAQ
054220,2008,KOSDAQ
054220,2009,KOSDAQ
054220,2010,KOSDAQ
054220,2011,KOSDAQ
054220,2012,KOSDAQ
054220,2013,KOSDAQ
054220,2014,KOSDAQ
054220,2015,KOSDAQ
054220,2016,KOSDAQ
054220,2017,KOSDAQ
054220,2018,KOSDAQ
042370,2010,KOSDAQ
042370,2011,KOSDAQ
042370,2013,KOSDAQ
042370,2014,KOSDAQ
042370,2015,KOSDAQ
042370,2016,KOSDAQ
042370,2017,KOSDAQ
042370,2020,KOSDAQ
042370,2021,KOSDAQ
042370,2022,KOSDAQ
307870,2020,KOSDAQ
307870,2021,KOSDAQ
307870,2022,KOSDAQ
307870,2023,KOSDAQ
065450,2002,KOSDAQ
065450,2003,KOSDAQ
065450,2004,KOSDAQ
451250,2023,KOSDAQ
122350,2011,KOSDAQ
122350,2012,KOSDAQ
122350,2013,KOSDAQ
122350,2014,KOSDAQ
122350,2015,KOSDAQ
122350,2016,KOSDAQ
122350,2017,KOSDAQ
122350,2018,KOSDAQ
122350,2019,KOSDAQ
122350,2020,KOSDAQ
122350,2021,KOSDAQ
122350,2022,KOSDAQ
122350,2023,KOSDAQ
419050,2021,KOSDAQ
419050,2022,KOSDAQ
419050,2023,KOSDAQ
060310,2014,KOSDAQ
060310,2015,KOSDAQ
060310,2016,KOSDAQ
060310,2017,KOSDAQ
060310,2018,KOSDAQ
060310,2020,KOSDAQ
060310,2021,KOSDAQ
060310,2022,KOSDAQ
060310,2023,KOSDAQ
032280,2018,KOSDAQ
032280,2019,KOSDAQ
054090,2004,KOSDAQ
054090,2010,KOSDAQ
054090,2012,KOSDAQ
054090,2013,KOSDAQ
054090,2014,KOSDAQ
054090,2020,KOSDAQ
054090,2021,KOSDAQ
054090,2022,KOSDAQ
054090,2023,KOSDAQ
027580,2017,KOSDAQ
038540,2008,KOSDAQ
038540,2009,KOSDAQ
038540,2010,KOSDAQ
038540,2011,KOSDAQ
038540,2012,KOSDAQ
038540,2013,KOSDAQ
038540,2014,KOSDAQ
038540,2015,KOSDAQ
038540,2016,KOSDAQ
038540,2017,KOSDAQ
038540,2018,KOSDAQ
038540,2019,KOSDAQ
038540,2020,KOSDAQ
038540,2021,KOSDAQ
038540,2022,KOSDAQ
038540,2023,KOSDAQ
089980,2016,KOSDAQ
089980,2017,KOSDAQ
089980,2018,KOSDAQ
089980,2019,KOSDAQ
089980,2020,KOSDAQ
089980,2021,KOSDAQ
089980,2022,KOSDAQ
089980,2023,KOSDAQ
252990,2021,KOSDAQ
252990,2022,KOSDAQ
252990,2023,KOSDAQ
038070,2014,KOSDAQ
038070,2021,KOSDAQ
038070,2022,KOSDAQ
038070,2023,KOSDAQ
079650,2020,KOSDAQ
079650,2021,KOSDAQ
079650,2022,KOSDAQ
079650,2023,KOSDAQ
019770,2010,KOSDAQ
019770,2011,KOSDAQ
019770,2012,KOSDAQ
019770,2013,KOSDAQ
019770,2014,KOSDAQ
019770,2015,KOSDAQ
019770,2016,KOSDAQ
019770,2017,KOSDAQ
019770,2018,KOSDAQ
019770,2019,KOSDAQ
019770,2020,KOSDAQ
018680,2017,KOSDAQ
189860,2021,KOSDAQ
140070,2018,KOSDAQ
140070,2020,KOSDAQ
140070,2021,KOSDAQ
140070,2022,KOSDAQ
140070,2023,KOSDAQ
011370,2004,KOSDAQ
011370,2005,KOSDAQ
011370,2011,KOSDAQ
011370,2015,KOSDAQ
011370,2019,KOSDAQ
011370,2020,KOSDAQ
011370,2021,KOSDAQ
011370,2022,KOSDAQ
011370,2023,KOSDAQ
035890,2004,KOSDAQ
035890,2005,KOSDAQ
035890,2006,KOSDAQ
035890,2007,KOSDAQ
035890,2011,KOSDAQ
035890,2012,KOSDAQ
035890,2013,KOSDAQ
035890,2014,KOSDAQ
035890,2015,KOSDAQ
035890,2016,KOSDAQ
035890,2017,KOSDAQ
035890,2018,KOSDAQ
035890,2020,KOSDAQ
035890,2021,KOSDAQ
035890,2022,KOSDAQ
035890,2023,KOSDAQ
171090,2018,KOSDAQ
015750,2012,KOSDAQ
015750,2013,KOSDAQ
015750,2015,KOSDAQ
015750,2016,KOSDAQ
053060,2015,KOSDAQ
053060,2016,KOSDAQ
053060,2017,KOSDAQ
053060,2018,KOSDAQ
053060,2019,KOSDAQ
053060,2020,KOSDAQ
053060,2021,KOSDAQ
053060,2022,KOSDAQ
053060,2023,KOSDAQ
011560,2012,KOSDAQ
011560,2018,KOSDAQ
011560,2019,KOSDAQ
039310,2017,KOSDAQ
039310,2018,KOSDAQ
039310,2021,KOSDAQ
039310,2022,KOSDAQ
039310,2023,KOSDAQ
222810,2021,KOSDAQ
222810,2022,KOSDAQ
222810,2023,KOSDAQ
252500,2016,KOSDAQ
252500,2017,KOSDAQ
252500,2018,KOSDAQ
252500,2019,KOSDAQ
252500,2020,KOSDAQ
252500,2021,KOSDAQ
347000,2021,KOSDAQ
347000,2022,KOSDAQ
347000,2023,KOSDAQ
352770,2020,KOSDAQ
352770,2021,KOSDAQ
352770,2022,KOSDAQ
049180,2022,KOSDAQ
049180,2023,KOSDAQ
318160,2022,KOSDAQ
318160,2023,KOSDAQ
091990,2019,KOSDAQ
091990,2020,KOSDAQ
091990,2021,KOSDAQ
068940,2010,KOSDAQ
068940,2013,KOSDAQ
068940,2014,KOSDAQ
068940,2015,KOSDAQ
068940,2016,KOSDAQ
068940,2017,KOSDAQ
068940,2020,KOSDAQ
068940,2021,KOSDAQ
068940,2022,KOSDAQ
068940,2023,KOSDAQ
007720,2022,KOSDAQ
032680,2012,KOSDAQ
032680,2013,KOSDAQ
032680,2014,KOSDAQ
032680,2016,KOSDAQ
032680,2017,KOSDAQ
215090,2018,KOSDAQ
215090,2019,KOSDAQ
215090,2020,KOSDAQ
215090,2021,KOSDAQ
215090,2022,KOSDAQ
215090,2023,KOSDAQ
236200,2022,KOSDAQ
236200,2023,KOSDAQ
094840,2022,KOSDAQ
192440,2016,KOSDAQ
192440,2017,KOSDAQ
192440,2018,KOSDAQ
352090,2023,KOSDAQ
415380,2023,KOSDAQ
013810,2021,KOSDAQ
013810,2022,KOSDAQ
013810,2023,KOSDAQ
039670,2007,KOSDAQ
039670,2008,KOSDAQ
039670,2009,KOSDAQ
039670,2010,KOSDAQ
039670,2011,KOSDAQ
048870,2019,KOSDAQ
048870,2020,KOSDAQ
048870,2021,KOSDAQ
048870,2022,KOSDAQ
269620,2016,KOSDAQ
269620,2019,KOSDAQ
269620,2020,KOSDAQ
269620,2021,KOSDAQ
269620,2022,KOSDAQ
269620,2023,KOSDAQ
131090,2021,KOSDAQ
131090,2022,KOSDAQ
131090,2023,KOSDAQ
187270,2018,KOSDAQ
222800,2016,KOSDAQ
444530,2023,KOSDAQ
099320,2011,KOSDAQ
