거래소코드,시장,산업코드,산업명,업종코드,회사명,stage00_01_context_source
323350,KOSDAQ,,,,(주)다원넥스뷰,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
068240,KOSDAQ,,,,(주)다원시스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
464580,KOSDAQ,,,,(주)닷밀,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
048470,KOSDAQ,,,,(주)대동스틸,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
004780,KOSDAQ,,,,(주)대륙제관,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
017650,KOSDAQ,,,,(주)대림제지,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
065150,KOSDAQ,,,,(주)대산에프앤비,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
036480,KOSDAQ,,,,(주)대성미생물연구소,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
104040,KOSDAQ,,,,(주)대성파인텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
129920,KOSDAQ,,,,(주)대성하이텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
007680,KOSDAQ,,,,(주)대원,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
096350,KOSDAQ,,,,(주)대창솔루션,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
140520,KOSDAQ,,,,(주)대창스틸,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
131220,KOSDAQ,,,,(주)대한과학,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
021040,KOSDAQ,,,,(주)대호특수강,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
298540,KOSDAQ,,,,(주)더네이쳐홀딩스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
299170,KOSDAQ,,,,(주)더블유에스아이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
462860,KOSDAQ,,,,(주)더즌,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
224060,KOSDAQ,,,,(주)더코디,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
043090,KOSDAQ,,,,(주)더테크놀로지,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
317330,KOSDAQ,,,,(주)덕산테코피아,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
090410,KOSDAQ,,,,(주)덕신이피씨,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
373160,KOSDAQ,,,,(주)데이원컴퍼니,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
263800,KOSDAQ,,,,(주)데이타솔루션,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
206560,KOSDAQ,,,,(주)덱스터스튜디오,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
261200,KOSDAQ,,,,(주)덴티스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
484120,KOSDAQ,,,,(주)도우인시스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
006620,KOSDAQ,,,,(주)동구바이오제약,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
075970,KOSDAQ,,,,(주)동국알앤에스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
100130,KOSDAQ,,,,(주)동국에스엔씨,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
240550,KOSDAQ,,,,(주)동방메디컬,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
099410,KOSDAQ,,,,(주)동방선기,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
033500,KOSDAQ,,,,(주)동성화인텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
088130,KOSDAQ,,,,(주)동아엘텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
060380,KOSDAQ,,,,(주)동양에스텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
088910,KOSDAQ,,,,(주)동우팜투테이블,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
094170,KOSDAQ,,,,(주)동운아나텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
013120,KOSDAQ,,,,(주)동원개발,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
032960,KOSDAQ,,,,(주)동일기연,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
005290,KOSDAQ,,,,(주)동진쎄미켐,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
131970,KOSDAQ,,,,(주)두산테스나,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
073190,KOSDAQ,,,,(주)듀오백,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
176750,KOSDAQ,,,,(주)듀켐바이오,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
030350,KOSDAQ,,,,(주)드래곤플라이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
203650,KOSDAQ,,,,(주)드림시큐리티,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
223250,KOSDAQ,,,,(주)드림씨아이에스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
060570,KOSDAQ,,,,(주)드림어스컴퍼니,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
362990,KOSDAQ,,,,(주)드림인사이트,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
016670,KOSDAQ,,,,(주)디모아,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
187870,KOSDAQ,,,,(주)디바이스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
263690,KOSDAQ,,,,(주)디알젬,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
214680,KOSDAQ,,,,(주)디알텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
347850,KOSDAQ,,,,(주)디앤디파마텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
263720,KOSDAQ,,,,(주)디앤씨미디어,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
376300,KOSDAQ,,,,(주)디어유,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
109740,KOSDAQ,,,,(주)디에스케이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
290120,KOSDAQ,,,,(주)디에이치오토리드,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
025440,KOSDAQ,,,,(주)디에이치오토웨어,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
196490,KOSDAQ,,,,(주)디에이테크놀로지,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
066900,KOSDAQ,,,,(주)디에이피,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
092070,KOSDAQ,,,,(주)디엔에프,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
068790,KOSDAQ,,,,(주)디엠에스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
039840,KOSDAQ,,,,(주)디오,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
219550,KOSDAQ,,,,(주)디와이디,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
079810,KOSDAQ,,,,(주)디이엔티,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
043360,KOSDAQ,,,,(주)디지아이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
099520,KOSDAQ,,,,(주)디지아이티엑스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
197140,KOSDAQ,,,,(주)디지캡,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
068930,KOSDAQ,,,,(주)디지털대성,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
033130,KOSDAQ,,,,(주)디지틀조선일보,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
263020,KOSDAQ,,,,(주)디케이앤디,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
290550,KOSDAQ,,,,(주)디케이티,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
066670,KOSDAQ,,,,(주)디티씨,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
187220,KOSDAQ,,,,(주)디티앤씨,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
383930,KOSDAQ,,,,(주)디티앤씨알오,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
131180,KOSDAQ,,,,(주)딜리,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
315640,KOSDAQ,,,,(주)딥노이드,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
317120,KOSDAQ,,,,(주)라닉스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
462510,KOSDAQ,,,,(주)라메디텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
232680,KOSDAQ,,,,(주)라온로보틱스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
418420,KOSDAQ,,,,(주)라온텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
171120,KOSDAQ,,,,(주)라이온켐텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
388790,KOSDAQ,,,,(주)라이콤,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
214260,KOSDAQ,,,,(주)라파스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
084650,KOSDAQ,,,,(주)랩지노믹스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
217500,KOSDAQ,,,,(주)러셀,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
038390,KOSDAQ,,,,(주)레드캡투어,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
294140,KOSDAQ,,,,(주)레몬,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
443250,KOSDAQ,,,,(주)레뷰코퍼레이션,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
228670,KOSDAQ,,,,(주)레이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
228850,KOSDAQ,,,,(주)레이언스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
199550,KOSDAQ,,,,(주)레이저옵텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
281740,KOSDAQ,,,,(주)레이크머티리얼즈,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
277810,KOSDAQ,,,,(주)레인보우로보틱스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
215100,KOSDAQ,,,,(주)로보로보,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
090360,KOSDAQ,,,,(주)로보스타,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
108490,KOSDAQ,,,,(주)로보티즈,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
067730,KOSDAQ,,,,(주)로지시스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
376900,KOSDAQ,,,,(주)로킷헬스케어,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
328130,KOSDAQ,,,,(주)루닛,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
038060,KOSDAQ,,,,(주)루멘스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
141080,KOSDAQ,,,,(주)리가켐 바이오사이언스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
016100,KOSDAQ,,,,(주)리더스코스메틱,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
012700,KOSDAQ,,,,(주)리드코프,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
302550,KOSDAQ,,,,(주)리메드,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
491000,KOSDAQ,,,,(주)리브스메드,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
394420,KOSDAQ,,,,(주)리센스메디컬,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
073570,KOSDAQ,,,,(주)리튬포어스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
377450,KOSDAQ,,,,(주)리파인,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
042500,KOSDAQ,,,,(주)링네트,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
193250,KOSDAQ,,,,(주)링크드,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
474650,KOSDAQ,,,,(주)링크솔루션,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
219420,KOSDAQ,,,,(주)링크제니시스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
439090,KOSDAQ,,,,(주)마녀공장,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
195500,KOSDAQ,,,,(주)마니커에프앤지,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
377480,KOSDAQ,,,,(주)마음에이아이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
305090,KOSDAQ,,,,(주)마이크로디지탈,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
098120,KOSDAQ,,,,(주)마이크로컨텍솔루션,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
424980,KOSDAQ,,,,(주)마이크로투나노,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
169330,KOSDAQ,,,,(주)마크로밀엠브레인,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
038290,KOSDAQ,,,,(주)마크로젠,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
093520,KOSDAQ,,,,(주)매커스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
100590,KOSDAQ,,,,(주)머큐리,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
067280,KOSDAQ,,,,(주)멀티캠퍼스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
446540,KOSDAQ,,,,(주)메가터치,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
235980,KOSDAQ,,,,(주)메드팩토,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
041920,KOSDAQ,,,,(주)메디아나,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
054180,KOSDAQ,,,,(주)메디콕스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
086900,KOSDAQ,,,,(주)메디톡스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
408920,KOSDAQ,,,,(주)메쎄이상,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
140410,KOSDAQ,,,,(주)메지온,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
241770,KOSDAQ,,,,(주)메카로,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
059210,KOSDAQ,,,,(주)메타바이오메드,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
058110,KOSDAQ,,,,(주)멕아이씨에스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
072770,KOSDAQ,,,,(주)멤레이비티,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
434480,KOSDAQ,,,,(주)모니터랩,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
080420,KOSDAQ,,,,(주)모다이노칩,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
080160,KOSDAQ,,,,(주)모두투어네트워크,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
101330,KOSDAQ,,,,(주)모베이스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
012860,KOSDAQ,,,,(주)모베이스전자,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
363260,KOSDAQ,,,,(주)모비데이즈,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
348030,KOSDAQ,,,,(주)모비릭스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
250060,KOSDAQ,,,,(주)모비스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
288980,KOSDAQ,,,,(주)모아데이타,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
142760,KOSDAQ,,,,(주)모아라이프플러스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
033200,KOSDAQ,,,,(주)모아텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
333050,KOSDAQ,,,,(주)모코엠시스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
006920,KOSDAQ,,,,(주)모헨즈,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
218150,KOSDAQ,,,,(주)미래생명자원,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
049950,KOSDAQ,,,,(주)미래컴퍼니,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
059090,KOSDAQ,,,,(주)미코,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
201490,KOSDAQ,,,,(주)미투온,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
475460,KOSDAQ,,,,(주)미트박스글로벌,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
452200,KOSDAQ,,,,(주)민테크,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
018700,KOSDAQ,,,,(주)바른손,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
035620,KOSDAQ,,,,(주)바른손이앤에이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
053030,KOSDAQ,,,,(주)바이넥스,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
301300,KOSDAQ,,,,(주)바이브컴퍼니,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
064550,KOSDAQ,,,,(주)바이오니아,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
314930,KOSDAQ,,,,(주)바이오다인,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
489460,KOSDAQ,,,,(주)바이오비쥬,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
086820,KOSDAQ,,,,(주)바이오솔루션,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
038460,KOSDAQ,,,,(주)바이오스마트,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
251120,KOSDAQ,,,,(주)바이오에프디엔씨,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
199730,KOSDAQ,,,,(주)바이오인프라,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
086040,KOSDAQ,,,,(주)바이오톡스텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
188040,KOSDAQ,,,,(주)바이오포트코리아,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
043150,KOSDAQ,,,,(주)바텍,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
323990,KOSDAQ,,,,(주)박셀바이오,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
267790,KOSDAQ,,,,(주)배럴,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
046310,KOSDAQ,,,,(주)백금티앤에이,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
331520,KOSDAQ,,,,(주)밸로프,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
438700,KOSDAQ,,,,(주)버넥트,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
066410,KOSDAQ,,,,(주)버킷스튜디오,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
206400,KOSDAQ,,,,(주)베노티앤알,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
177350,KOSDAQ,,,,(주)베셀,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
457600,KOSDAQ,,,,(주)벡트,data\raw\raw_nonfinancial\kospi_kosdaq\코스닥_전업종_폐지사 포함_회사의 연혁.xlsx
