거래소코드,회사명,시장,sector_7,year,split_stage4,grade_base,rating_num,grade_base_10,rating_num_10,grade_base_7,rating_num_7,grade_base_notch,rating_num_notch,R006,R064,R085,R133,R157,R182,industry_avg_rating_lag1_self_excl,cap_change_count_3y,log_assets,operating_loss_freq_3y,ratio_missing_rate,R006_iso_score,R064_iso_score,R085_iso_score,R133_iso_score,R157_iso_score,R182_iso_score,industry_avg_rating_lag1_self_excl_iso_score,cap_change_count_3y_iso_score,log_assets_iso_score,operating_loss_freq_3y_iso_score,ratio_missing_rate_iso_score,R006_imputed,R064_imputed,R085_imputed,R133_imputed,R157_imputed,R182_imputed,industry_avg_rating_lag1_self_excl_imputed,cap_change_count_3y_imputed,log_assets_imputed,operating_loss_freq_3y_imputed,ratio_missing_rate_imputed,fin_raw_alpha,nonfin_raw_alpha,fin_score_alpha,nonfin_score_alpha,R_score_alpha,R_grade_alpha_raw,R_grade_alpha,R_grade_alpha_num,R_PD_alpha,specification
000100,(주)유한양행,KOSPI,UNKNOWN,2015,dev,AA,2,AA,2,AA,2,AA-,4,0.12957875939468197,0.7544773441461547,0.001101335665139475,0.48647137432115867,19.68501668403178,0.10407852926250584,3.0892857142857144,0,21.18348098935866,0.0,0.0,96.70329670329674,91.6299261083744,100.0,65.67830263605755,43.47521325123206,100.0,75.9568204121688,100.0,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,83.02060142394275,91.18728979551742,92.47379802911347,96.98875031833856,93.82828371588099,AA,AA,2,0.0001,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2016,dev,AA,2,AA,2,AA,2,AA-,4,0.11940716143591708,0.7633769536345498,0.0034575537521117873,0.2600108667613851,23.04063575459748,0.06909259090664623,3.393939393939394,0,21.252772439195677,0.0,0.0,96.70329670329674,91.6299261083744,100.0,54.11136347505147,50.363237033282594,100.0,64.47893608875323,100.0,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,83.28119708750452,88.60906535038936,92.84436035292859,93.35919357968847,92.99881032095655,AA,AA,2,0.0001,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2017,dev,AA,2,AA,2,AA,2,AA-,4,0.10036457619685517,0.7574280782592087,0.00537896041669138,-0.025908914336440592,24.93666604582115,0.056983070691731,3.2857142857142856,1,21.31684426107277,0.0,0.0,96.70329670329674,91.6299261083744,100.0,35.87019565385507,57.42524075012667,100.0,75.9568204121688,93.8186956665736,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,82.9541940788463,89.46652644193752,92.37936798457245,94.56630481038053,93.03544903231487,AA,AA,2,0.0001,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2018,dev,AA,2,AA,2,AA,2,AA-,4,0.07620882375462532,0.7484930436980524,0.0004224259128205583,0.16864937987738005,24.754216168755015,0.11299956838666553,3.388059701492537,3,21.375604295293858,0.0,0.0,88.27899106536887,91.6299261083744,100.0,43.09613052585159,50.363237033282594,100.0,64.47893608875323,73.64472398491284,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,80.09428247619263,81.27223307455375,88.31262537304796,83.03059357070751,86.72801583234582,A,A,3,0.0023,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2019,dev,AA,2,AA,2,AA,2,AA-,4,0.051500813261876804,0.7573952853532747,0.0006468998407832397,0.03664738022810203,22.990210655668,-0.04317137320377726,3.4,5,21.381803494415976,0.0,0.0,88.27899106536887,91.6299261083744,100.0,43.09613052585159,50.363237033282594,97.90451534302893,64.47893608875323,40.09640647601868,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,79.86698308154452,71.93298811432902,87.98940974186151,69.88304951443205,82.55750167363266,A,A,3,0.0023,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2020,oot,AA,2,AA,2,AA,2,AA-,4,0.15408338479811812,0.7527294855824491,0.012355426048137682,0.08430180595164005,23.559591798204213,0.13304874163072083,3.4130434782608696,9,21.4840154003786,0.0,0.0,97.25986374185824,91.6299261083744,100.0,43.09613052585159,50.363237033282594,100.0,64.47893608875323,20.454692064545256,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,82.3984562879048,66.46508999160216,91.58911888975456,62.18548597798448,82.76802901622352,A,A,3,0.0023,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2021,oot,AA,2,AA,2,AA,2,AA-,4,0.08424354893319544,0.7859117812375752,0.00018347445762721259,0.11811398297176355,23.336650448045198,0.08569299096816234,3.4215686274509802,8,21.512413076107755,0.0,0.0,88.27899106536887,100.0,100.0,43.09613052585159,50.363237033282594,100.0,64.47893608875323,20.454692064545256,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,82.05663751618584,66.46508999160216,91.10305877409273,62.18548597798448,82.42778693526026,A,A,3,0.0023,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2022,oot,AA,2,AA,2,AA,2,AA-,4,0.08918506582204819,0.8204638299907763,0.006766192891683901,0.2511430502927081,23.719287212841788,0.10540035757149888,3.371900826446281,7,21.545018318402075,0.0,0.0,96.70329670329674,100.0,100.0,54.11136347505147,50.363237033282594,100.0,64.47893608875323,40.09640647601868,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,85.24355212749774,71.93298811432902,95.63479375397334,69.88304951443205,87.90927048211094,A,A,3,0.0023,alpha
000100,(주)유한양행,KOSPI,UNKNOWN,2023,oot,AA,2,AA,2,AA,2,AA-,4,0.054291853452925774,0.7985219312899063,0.004725913369854692,0.27264637642204853,23.767432412524165,0.07257256037148282,3.5454545454545454,3,21.600021095543514,0.0,0.0,88.27899106536887,100.0,100.0,56.23169632800186,50.363237033282594,100.0,62.514404531719215,73.64472398491284,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,83.27958015674669,80.83094937271005,92.8420611066139,82.40936595155672,89.71225256009674,AA,AA,2,0.0001,alpha
000120,씨제이대한통운(주),KOSPI,UNKNOWN,2008,dev,A,3,A,3,A,3,A,6,0.10378237180333304,0.014341641142522253,0.013347538821068865,-0.2506587597408904,13.020761523913826,0.9304813039706484,3.090909090909091,7,22.48678585948549,0.0,0.007194244604316502,96.70329670329674,50.1004464285714,72.0634100436082,33.82636462224368,40.22902939685758,100.0,75.9568204121688,40.09640647601868,93.05028177490836,100.0,0.0,False,False,False,False,False,False,False,False,False,False,False,66.52480963009828,70.63204670944864,69.01708022824964,68.05161833255991,68.72744165954272,BBB,BBB,4,0.0031,alpha
000120,씨제이대한통운(주),KOSPI,UNKNOWN,2009,dev,A,3,A,3,A,3,A,6,0.04735957308814965,0.03502120195916193,0.007418137047847164,-0.059819505193970036,11.631859134667621,-0.03751674701332499,3.1875,5,21.669107131804868,0.0,0.0,88.27899106536887,50.1004464285714,100.0,33.82636462224368,40.22902939685758,97.90451534302893,75.9568204121688,40.09640647601868,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,67.2995785772688,74.51121255945708,70.11878766865472,73.51260625308213,71.13693324398294,BBB,BBB,4,0.0031,alpha
000120,씨제이대한통운(주),KOSPI,UNKNOWN,2010,dev,A,3,A,3,A,3,A,6,0.05640743751171451,0.10787412265941261,0.018323483760773692,-0.18506371429612095,18.391084931912303,0.19552491731074326,3.2222222222222223,4,21.830087331357667,0.0,0.0,88.27899106536887,57.606342654986484,72.0634100436082,33.82636462224368,40.22902939685758,100.0,75.9568204121688,64.05175416770355,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,66.1231806992619,81.17994818653247,68.44597114727742,82.9006773262835,72.78238300097924,BBB,BBB,4,0.0031,alpha
000120,씨제이대한통운(주),KOSPI,UNKNOWN,2012,dev,AA,2,AA,2,AA,2,AA-,4,0.03845321713607168,0.14911608933234413,0.011032993676594842,-0.2883033374045518,21.855425878199977,0.08320249967896443,3.268292682926829,0,21.81195842499891,0.0,0.0,88.27899106536887,59.360039893617,100.0,33.82636462224368,43.47521325123206,100.0,75.9568204121688,100.0,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,70.3281145648559,91.18728979551742,74.4253111079903,96.98875031833856,81.19434287109476,A,A,3,0.0023,alpha
000120,씨제이대한통운(주),KOSPI,UNKNOWN,2013,dev,AA,2,AA,2,AA,2,AA-,4,-0.02147908997272517,0.10648504458982817,0.017649218685153727,-0.3947139145037878,29.764273438976723,0.15781592399405425,3.189189189189189,0,22.056063379543776,0.0,0.0,59.83499288762451,57.606342654986484,72.0634100436082,33.82636462224368,66.29060214125262,100.0,75.9568204121688,100.0,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,63.88601936229085,91.18728979551742,65.26476815853,96.98875031833856,74.78196280647256,A,A,3,0.0023,alpha
000120,씨제이대한통운(주),KOSPI,UNKNOWN,2014,dev,AA,2,AA,2,AA,2,AA-,4,0.011026146528427682,0.11314966808808083,0.012986640025105772,0.3041591441569419,35.75981563315019,-0.011712372378679838,3.2280701754385963,0,22.034847451919802,0.0,0.0,78.86632896144631,57.606342654986484,72.0634100436082,56.23169632800186,66.29060214125262,97.90451534302893,75.9568204121688,100.0,88.60369300047589,100.0,100.0,False,False,False,False,False,False,False,False,False,False,False,70.62745967699293,91.18728979551742,74.85097444735705,96.98875031833856,81.4923072086515,A,A,3,0.0023,alpha
000140,하이트진로홀딩스(주),KOSPI,UNKNOWN,2007,dev,A,3,A,3,A,3,A+,5,0.20280614655912674,0.23955269617329536,0.05657485553193152,0.1626978252762101,,,3.7662337662337664,1,21.740956166067875,0.0,0.25899280575539574,97.25986374185824,59.360039893617,53.795609474662434,43.09613052585159,40.22902939685758,100.0,62.514404531719215,93.8186956665736,88.60369300047589,100.0,0.0,False,False,False,False,True,True,False,False,False,False,False,67.63295220891209,81.23656449501317,70.59283894775874,82.98038028013298,74.309101347471,A,A,3,0.0023,alpha
